line,destination,direction,time
G-1,G19,0,360
G-1,G01,1,362
G-1,G19,0,365
G-1,G01,1,366
G-1,G19,0,372
G-1,G01,1,373
G-1,G19,0,378
G-1,G01,1,380
G-1,G19,0,381
G-1,G01,1,387
G-1,G19,0,390
G-1,G01,1,395
G-1,G19,0,398
G-1,G01,1,403
G-1,G19,0,407
G-1,G01,1,412
G-1,G19,0,414
G-1,G01,1,421
G-1,G19,0,423
G-1,G19,0,430
G-1,G01,1,431
G-1,G01,1,435
G-1,G19,0,438
G-1,G01,1,443
G-1,G19,0,447
G-1,G01,1,450
G-1,G19,0,456
G-1,G01,1,458
G-1,G19,0,464
G-1,G01,1,466
G-1,G19,0,469
G-1,G01,1,472
G-1,G19,0,474
G-1,G01,1,478
G-1,G19,0,479
G-1,G19,0,483
G-1,G01,1,485
G-1,G01,1,492
G-1,G19,0,492
G-1,G19,0,496
G-1,G01,1,499
G-1,G19,0,501
G-1,G01,1,507
G-1,G19,0,510
G-1,G01,1,514
G-1,G19,0,515
G-1,G01,1,519
G-1,G19,0,520
G-1,G01,1,524
G-1,G01,1,528
G-1,G19,0,528
G-1,G19,0,534
G-1,G01,1,535
G-1,G19,0,538
G-1,G19,0,541
G-1,G01,1,543
G-1,G19,0,549
G-1,G01,1,550
G-1,G19,0,556
G-1,G01,1,557
G-1,G01,1,564
G-1,G19,0,564
G-1,G01,1,571
G-1,G19,0,571
G-1,G19,0,577
G-1,G01,1,579
G-1,G19,0,585
G-1,G01,1,586
G-1,G19,0,592
G-1,G01,1,593
G-1,G01,1,600
G-1,G19,0,600
G-1,G19,0,606
G-1,G01,1,607
G-1,G19,0,613
G-1,G01,1,615
G-1,G19,0,621
G-1,G01,1,622
G-1,G19,0,628
G-1,G01,1,629
G-1,G01,1,636
G-1,G19,0,636
G-1,G19,0,642
G-1,G01,1,643
G-1,G19,0,649
G-1,G01,1,651
G-1,G19,0,657
G-1,G01,1,658
G-1,G19,0,664
G-1,G01,1,665
G-1,G01,1,672
G-1,G19,0,672
G-1,G19,0,678
G-1,G01,1,679
G-1,G19,0,685
G-1,G01,1,687
G-1,G19,0,693
G-1,G01,1,694
G-1,G19,0,700
G-1,G01,1,701
G-1,G01,1,708
G-1,G19,0,708
G-1,G19,0,714
G-1,G01,1,715
G-1,G19,0,721
G-1,G01,1,723
G-1,G19,0,729
G-1,G01,1,730
G-1,G19,0,736
G-1,G01,1,737
G-1,G01,1,744
G-1,G19,0,744
G-1,G19,0,750
G-1,G01,1,751
G-1,G19,0,757
G-1,G01,1,759
G-1,G19,0,765
G-1,G01,1,766
G-1,G19,0,772
G-1,G01,1,773
G-1,G01,1,780
G-1,G19,0,780
G-1,G19,0,786
G-1,G01,1,787
G-1,G19,0,793
G-1,G01,1,795
G-1,G19,0,801
G-1,G01,1,802
G-1,G19,0,808
G-1,G01,1,809
G-1,G01,1,816
G-1,G19,0,816
G-1,G19,0,822
G-1,G01,1,823
G-1,G19,0,829
