line,destination,direction,time
G-1,G01,1,364
G-1,G19,0,364
G-1,G19,0,368
G-1,G01,1,371
G-1,G01,1,376
G-1,G19,0,377
G-1,G01,1,380
G-1,G19,0,385
G-1,G01,1,388
G-1,G01,1,394
G-1,G19,0,394
G-1,G19,0,400
G-1,G01,1,401
G-1,G01,1,409
G-1,G19,0,409
G-1,G19,0,416
G-1,G01,1,417
G-1,G19,0,424
G-1,G01,1,426
G-1,G19,0,433
G-1,G01,1,435
G-1,G19,0,442
G-1,G01,1,444
G-1,G01,1,449
G-1,G19,0,450
G-1,G19,0,455
G-1,G01,1,457
G-1,G19,0,460
G-1,G01,1,464
G-1,G19,0,465
G-1,G19,0,469
G-1,G01,1,472
G-1,G19,0,478
G-1,G01,1,479
G-1,G19,0,482
G-1,G01,1,486
G-1,G19,0,487
G-1,G01,1,492
G-1,G19,0,496
G-1,G01,1,499
G-1,G19,0,501
G-1,G01,1,506
G-1,G19,0,506
G-1,G01,1,513
G-1,G19,0,514
G-1,G01,1,521
G-1,G19,0,521
G-1,G19,0,524
G-1,G19,0,527
G-1,G01,1,528
G-1,G01,1,533
G-1,G19,0,535
G-1,G01,1,538
G-1,G01,1,542
G-1,G19,0,542
G-1,G01,1,549
G-1,G19,0,550
G-1,G01,1,557
G-1,G19,0,557
G-1,G19,0,563
G-1,G01,1,564
G-1,G01,1,571
G-1,G19,0,571
G-1,G01,1,578
G-1,G19,0,578
G-1,G01,1,585
G-1,G19,0,586
G-1,G01,1,593
G-1,G19,0,593
G-1,G19,0,599
G-1,G01,1,600
G-1,G01,1,607
G-1,G19,0,607
G-1,G01,1,614
G-1,G19,0,614
G-1,G01,1,621
G-1,G19,0,622
G-1,G01,1,629
G-1,G19,0,629
G-1,G19,0,635
G-1,G01,1,636
G-1,G01,1,643
G-1,G19,0,643
G-1,G01,1,650
G-1,G19,0,650
G-1,G01,1,657
G-1,G19,0,658
G-1,G01,1,665
G-1,G19,0,665
G-1,G19,0,671
G-1,G01,1,672
G-1,G01,1,679
G-1,G19,0,679
G-1,G01,1,686
G-1,G19,0,686
G-1,G01,1,693
G-1,G19,0,694
G-1,G01,1,701
G-1,G19,0,701
G-1,G19,0,707
G-1,G01,1,708
G-1,G01,1,715
G-1,G19,0,715
G-1,G01,1,722
G-1,G19,0,722
G-1,G01,1,729
G-1,G19,0,730
G-1,G01,1,737
G-1,G19,0,737
G-1,G19,0,743
G-1,G01,1,744
G-1,G01,1,751
G-1,G19,0,751
G-1,G01,1,758
G-1,G19,0,758
G-1,G01,1,765
G-1,G19,0,766
G-1,G01,1,773
G-1,G19,0,773
G-1,G19,0,779
G-1,G01,1,780
G-1,G01,1,787
G-1,G19,0,787
G-1,G01,1,794
G-1,G19,0,794
G-1,G01,1,801
G-1,G19,0,802
G-1,G01,1,809
G-1,G19,0,809
G-1,G19,0,815
G-1,G01,1,816
G-1,G01,1,823
G-1,G19,0,823
G-1,G01,1,830
G-1,G19,0,830
G-1,G01,1,837
G-1,G19,0,838
G-1,G01,1,845
G-1,G19,0,845
G-1,G19,0,851
G-1,G01,1,852
G-1,G01,1,859
G-1,G19,0,859
G-1,G01,1,866
G-1,G19,0,866
G-1,G01,1,873
G-1,G19,0,874
G-1,G01,1,881
G-1,G19,0,881
G-1,G19,0,887
G-1,G01,1,888
G-1,G01,1,895
G-1,G19,0,895
G-1,G01,1,902
G-1,G19,0,902
G-1,G01,1,909
G-1,G19,0,910
G-1,G01,1,917
G-1,G19,0,917
G-1,G19,0,923
G-1,G01,1,924
G-1,G01,1,931
G-1,G19,0,931
G-1,G01,1,938
G-1,G19,0,938
G-1,G01,1,945
G-1,G19,0,946
G-1,G01,1,953
G-1,G19,0,953
G-1,G19,0,959
G-1,G01,1,960
G-1,G01,1,967
G-1,G19,0,967
G-1,G01,1,973
G-1,G19,0,974
G-1,G01,1,979
G-1,G19,0,982
G-1,G01,1,985
G-1,G19,0,989
G-1,G01,1,991
G-1,G19,0,995
G-1,G01,1,997
G-1,G19,0,1001
G-1,G01,1,1003
G-1,G19,0,1007
G-1,G01,1,1009
G-1,G19,0,1013
G-1,G01,1,1015
G-1,G19,0,1019
G-1,G01,1,1021
G-1,G19,0,1025
G-1,G01,1,1027
G-1,G19,0,1031
G-1,G01,1,1033
G-1,G19,0,1037
G-1,G01,1,1039
G-1,G19,0,1043
G-1,G01,1,1045
G-1,G19,0,1049
G-1,G01,1,1051
G-1,G19,0,1055
G-1,G01,1,1057
G-1,G19,0,1061
G-1,G01,1,1063
G-1,G19,0,1067
G-1,G01,1,1069
G-1,G19,0,1073
G-1,G01,1,1075
G-1,G19,0,1079
G-1,G01,1,1081
G-1,G19,0,1085
G-1,G01,1,1087
G-1,G19,0,1091
G-1,G01,1,1093
G-1,G19,0,1097
G-1,G01,1,1099
G-1,G19,0,1103
G-1,G01,1,1105
G-1,G19,0,1109
G-1,G01,1,1111
G-1,G19,0,1115
G-1,G01,1,1117
G-1,G19,0,1121
G-1,G01,1,1123
G-1,G19,0,1127
G-1,G01,1,1129
G-1,G19,0,1133
G-1,G01,1,1135
G-1,G19,0,1139
G-1,G01,1,1141
G-1,G19,0,1145
G-1,G01,1,1147
G-1,G19,0,1151
G-1,G01,1,1154
G-1,G19,0,1157
G-1,G01,1,1162
G-1,G19,0,1163
G-1,G01,1,1169
G-1,G19,0,1169
G-1,G19,0,1175
G-1,G01,1,1176
G-1,G01,1,1183
G-1,G19,0,1183
G-1,G01,1,1190
G-1,G19,0,1190
G-1,G01,1,1198
G-1,G19,0,1198
G-1,G01,1,1205
G-1,G19,0,1205
G-1,G19,0,1211
G-1,G01,1,1212
G-1,G01,1,1219
G-1,G19,0,1219
G-1,G01,1,1226
G-1,G19,0,1226
G-1,G01,1,1234
G-1,G19,0,1234
G-1,G01,1,1241
G-1,G19,0,1241
G-1,G19,0,1247
G-1,G01,1,1248
G-1,G01,1,1255
G-1,G19,0,1255
G-1,G01,1,1262
G-1,G19,0,1262
G-1,G01,1,1270
G-1,G19,0,1270
G-1,G01,1,1277
G-1,G19,0,1277
G-1,G19,0,1283
G-1,G01,1,1284
G-1,G01,1,1291
G-1,G19,0,1291
G-1,G01,1,1298
G-1,G19,0,1298
G-1,G01,1,1306
G-1,G19,0,1306
G-1,G01,1,1313
G-1,G19,0,1313
G-1,G01,1,1320
G-1,G19,0,1320
G-1,G01,1,1327
G-1,G19,0,1328
G-1,G01,1,1334
G-1,G19,0,1336
G-1,G01,1,1342
G-1,G19,0,1344
G-1,G01,1,1349
