line,destination,direction,abs_time
Y-2,Y07,1,363
Y-1,Y20,0,364
Y-2,Y07,1,371
Y-1,Y20,0,374
Y-1,Y20,0,379
Y-2,Y07,1,380
Y-1,Y20,0,387
Y-2,Y07,1,388
Y-1,Y20,0,391
Y-2,Y07,1,393
Y-1,Y20,0,398
Y-2,Y07,1,401
Y-1,Y20,0,404
Y-2,Y07,1,407
Y-1,Y20,0,408
Y-1,Y20,0,412
Y-2,Y07,1,414
Y-1,Y20,0,417
Y-2,Y07,1,421
Y-1,Y20,0,422
Y-1,Y20,0,427
Y-2,Y07,1,430
Y-1,Y20,0,431
Y-2,Y07,1,435
Y-1,Y20,0,436
Y-2,Y07,1,440
Y-1,Y20,0,441
Y-1,Y20,0,445
Y-2,Y07,1,445
Y-1,Y20,0,451
Y-2,Y07,1,451
Y-1,Y20,0,455
Y-2,Y07,1,456
Y-1,Y20,0,461
Y-2,Y07,1,461
Y-1,Y20,0,466
Y-2,Y07,1,466
Y-2,Y07,1,470
Y-1,Y20,0,471
Y-2,Y07,1,475
Y-1,Y20,0,476
Y-1,Y20,0,480
Y-2,Y07,1,480
Y-1,Y20,0,485
Y-2,Y07,1,485
Y-2,Y07,1,489
Y-1,Y20,0,490
Y-2,Y07,1,494
Y-1,Y20,0,495
Y-1,Y20,0,499
Y-2,Y07,1,499
Y-1,Y20,0,504
Y-2,Y07,1,504
Y-1,Y20,0,509
Y-2,Y07,1,509
Y-1,Y20,0,514
Y-2,Y07,1,515
Y-1,Y20,0,519
Y-2,Y07,1,519
Y-1,Y20,0,524
Y-2,Y07,1,524
Y-1,Y20,0,529
Y-2,Y07,1,529
Y-1,Y20,0,534
Y-2,Y07,1,534
Y-1,Y20,0,539
Y-2,Y07,1,539
Y-2,Y07,1,543
Y-1,Y20,0,546
Y-2,Y07,1,548
Y-2,Y07,1,551
Y-1,Y20,0,554
Y-2,Y07,1,558
Y-1,Y20,0,561
Y-2,Y07,1,562
Y-2,Y07,1,567
Y-1,Y20,0,570
Y-2,Y07,1,572
Y-2,Y07,1,577
Y-1,Y20,0,578
Y-2,Y07,1,583
Y-1,Y20,0,587
Y-2,Y07,1,588
Y-1,Y20,0,594
Y-2,Y07,1,595
Y-1,Y20,0,599
Y-2,Y07,1,602
Y-1,Y20,0,606
Y-2,Y07,1,609
Y-1,Y20,0,614
Y-2,Y07,1,617
Y-1,Y20,0,621
Y-2,Y07,1,625
Y-1,Y20,0,629
Y-2,Y07,1,633
Y-1,Y20,0,636
Y-2,Y07,1,643
Y-1,Y20,0,644
Y-2,Y07,1,647
Y-1,Y20,0,653
Y-2,Y07,1,655
Y-1,Y20,0,660
Y-2,Y07,1,662
Y-1,Y20,0,668
Y-2,Y07,1,670
Y-1,Y20,0,675
Y-2,Y07,1,677
Y-1,Y20,0,683
Y-2,Y07,1,685
Y-1,Y20,0,690
Y-2,Y07,1,692
Y-1,Y20,0,698
Y-2,Y07,1,700
Y-1,Y20,0,705
Y-2,Y07,1,707
Y-1,Y20,0,713
Y-2,Y07,1,715
Y-1,Y20,0,720
Y-2,Y07,1,722
Y-1,Y20,0,728
Y-2,Y07,1,730
Y-1,Y20,0,735
Y-2,Y07,1,737
Y-1,Y20,0,743
Y-2,Y07,1,745
Y-1,Y20,0,750
Y-2,Y07,1,752
Y-1,Y20,0,758
Y-2,Y07,1,760
Y-1,Y20,0,765
Y-2,Y07,1,767
Y-1,Y20,0,773
Y-2,Y07,1,775
Y-1,Y20,0,780
Y-2,Y07,1,782
Y-1,Y20,0,788
Y-2,Y07,1,790
Y-1,Y20,0,795
Y-2,Y07,1,797
Y-1,Y20,0,803
Y-2,Y07,1,805
Y-1,Y20,0,810
Y-2,Y07,1,812
Y-1,Y20,0,818
Y-2,Y07,1,820
Y-1,Y20,0,825
Y-2,Y07,1,827
Y-1,Y20,0,833
Y-2,Y07,1,835
Y-1,Y20,0,840
Y-2,Y07,1,842
Y-1,Y20,0,848
Y-2,Y07,1,850
Y-1,Y20,0,855
Y-2,Y07,1,857
Y-1,Y20,0,863
Y-2,Y07,1,865
Y-1,Y20,0,870
Y-2,Y07,1,872
Y-1,Y20,0,878
Y-2,Y07,1,880
Y-1,Y20,0,885
Y-2,Y07,1,887
Y-1,Y20,0,893
Y-2,Y07,1,895
Y-1,Y20,0,900
Y-2,Y07,1,902
Y-1,Y20,0,908
Y-2,Y07,1,910
Y-1,Y20,0,915
Y-2,Y07,1,917
Y-1,Y20,0,923
Y-2,Y07,1,925
Y-1,Y20,0,930
Y-2,Y07,1,932
Y-1,Y20,0,938
Y-2,Y07,1,940
Y-1,Y20,0,945
Y-2,Y07,1,947
Y-1,Y20,0,953
Y-2,Y07,1,955
Y-1,Y20,0,960
Y-2,Y07,1,962
Y-1,Y20,0,968
Y-2,Y07,1,970
Y-1,Y20,0,975
Y-2,Y07,1,977
Y-1,Y20,0,983
Y-2,Y07,1,985
Y-1,Y20,0,988
Y-2,Y07,1,993
Y-1,Y20,0,995
Y-1,Y20,0,999
Y-2,Y07,1,1000
Y-1,Y20,0,1003
Y-1,Y20,0,1008
Y-2,Y07,1,1008
Y-1,Y20,0,1013
Y-2,Y07,1,1015
Y-1,Y20,0,1019
Y-2,Y07,1,1022
Y-1,Y20,0,1023
Y-1,Y20,0,1027
Y-2,Y07,1,1029
Y-1,Y20,0,1032
Y-1,Y20,0,1037
Y-2,Y07,1,1037
Y-2,Y07,1,1041
Y-1,Y20,0,1042
Y-1,Y20,0,1047
Y-2,Y07,1,1047
Y-1,Y20,0,1051
Y-2,Y07,1,1052
Y-1,Y20,0,1057
Y-2,Y07,1,1057
Y-2,Y07,1,1061
Y-1,Y20,0,1062
Y-2,Y07,1,1066
Y-1,Y20,0,1067
Y-1,Y20,0,1071
Y-2,Y07,1,1071
Y-1,Y20,0,1076
Y-2,Y07,1,1076
Y-2,Y07,1,1080
Y-1,Y20,0,1081
Y-2,Y07,1,1085
Y-1,Y20,0,1086
Y-1,Y20,0,1090
Y-2,Y07,1,1090
Y-2,Y07,1,1094
Y-1,Y20,0,1095
Y-2,Y07,1,1099
Y-1,Y20,0,1100
Y-1,Y20,0,1104
Y-2,Y07,1,1104
Y-1,Y20,0,1109
Y-2,Y07,1,1110
Y-1,Y20,0,1114
Y-2,Y07,1,1115
Y-1,Y20,0,1120
Y-2,Y07,1,1120
Y-1,Y20,0,1125
Y-2,Y07,1,1125
Y-2,Y07,1,1129
Y-1,Y20,0,1130
Y-2,Y07,1,1134
Y-1,Y20,0,1135
Y-1,Y20,0,1139
Y-2,Y07,1,1139
Y-2,Y07,1,1143
Y-1,Y20,0,1144
Y-1,Y20,0,1148
Y-2,Y07,1,1148
Y-2,Y07,1,1153
Y-1,Y20,0,1154
Y-1,Y20,0,1158
Y-2,Y07,1,1158
Y-2,Y07,1,1162
Y-1,Y20,0,1163
Y-2,Y07,1,1167
Y-1,Y20,0,1168
Y-2,Y07,1,1174
Y-1,Y20,0,1175
Y-2,Y07,1,1178
Y-2,Y07,1,1183
Y-1,Y20,0,1184
Y-2,Y07,1,1188
Y-2,Y07,1,1193
Y-1,Y20,0,1195
Y-2,Y07,1,1197
Y-2,Y07,1,1202
Y-1,Y20,0,1205
Y-2,Y07,1,1207
Y-2,Y07,1,1211
Y-1,Y20,0,1214
Y-2,Y07,1,1218
Y-1,Y20,0,1224
Y-2,Y07,1,1229
Y-1,Y20,0,1234
Y-2,Y07,1,1238
Y-1,Y20,0,1243
Y-2,Y07,1,1248
Y-1,Y20,0,1253
Y-2,Y07,1,1258
Y-1,Y20,0,1263
Y-2,Y07,1,1268
Y-1,Y20,0,1273
Y-2,Y07,1,1278
Y-1,Y20,0,1283
Y-2,Y07,1,1288
Y-1,Y20,0,1293
Y-2,Y07,1,1298
Y-1,Y20,0,1303
Y-2,Y07,1,1308
Y-1,Y20,0,1314
Y-2,Y07,1,1318
Y-1,Y20,0,1324
Y-2,Y07,1,1328
Y-1,Y20,0,1334
Y-2,Y07,1,1338
Y-1,Y20,0,1344
Y-2,Y07,1,1348
Y-1,Y20,0,1354
Y-2,Y07,1,1358
Y-1,Y20,0,1362
Y-2,Y07,1,1368
Y-1,Y20,0,1374
Y-2,Y07,1,1376
Y-1,Y20,0,1382
Y-2,Y07,1,1385
Y-1,Y20,0,1388
Y-2,Y07,1,1395
Y-1,Y20,0,1396
Y-2,Y07,1,1405
Y-1,Y20,0,1409
Y-2,Y07,1,1415
Y-1,Y20,0,1420
Y-2,Y07,1,1423
Y-2,Y07,1,1432
Y-1,Y20,0,1433
Y-2,Y07,1,1440
Y-1,Y20,0,1444
Y-2,Y07,1,1448
Y-2,Y07,1,1456
Y-2,Y07,1,1468
