line,destination,direction,abs_time
Y-2,Y07,1,363
Y-1,Y20,0,365
Y-1,Y20,0,372
Y-2,Y07,1,372
Y-2,Y07,1,380
Y-1,Y20,0,381
Y-2,Y07,1,385
Y-1,Y20,0,389
Y-2,Y07,1,392
Y-1,Y20,0,399
Y-2,Y07,1,401
Y-1,Y20,0,407
Y-2,Y07,1,409
Y-1,Y20,0,414
Y-2,Y07,1,418
Y-1,Y20,0,422
Y-2,Y07,1,428
Y-1,Y20,0,431
Y-2,Y07,1,438
Y-1,Y20,0,441
Y-2,Y07,1,448
Y-1,Y20,0,451
Y-2,Y07,1,459
Y-1,Y20,0,462
Y-2,Y07,1,469
Y-1,Y20,0,472
Y-2,Y07,1,479
Y-1,Y20,0,482
Y-2,Y07,1,490
Y-1,Y20,0,492
Y-2,Y07,1,500
Y-1,Y20,0,503
Y-2,Y07,1,510
Y-1,Y20,0,512
Y-2,Y07,1,520
Y-1,Y20,0,522
Y-2,Y07,1,530
Y-1,Y20,0,532
Y-2,Y07,1,540
Y-1,Y20,0,542
Y-2,Y07,1,550
Y-1,Y20,0,552
Y-2,Y07,1,560
Y-1,Y20,0,561
Y-1,Y20,0,570
Y-2,Y07,1,570
Y-1,Y20,0,578
Y-2,Y07,1,579
Y-1,Y20,0,586
Y-2,Y07,1,588
Y-1,Y20,0,592
Y-2,Y07,1,596
Y-1,Y20,0,600
Y-2,Y07,1,603
Y-1,Y20,0,607
Y-2,Y07,1,611
Y-1,Y20,0,615
Y-2,Y07,1,618
Y-1,Y20,0,622
Y-2,Y07,1,626
Y-1,Y20,0,630
Y-2,Y07,1,633
Y-1,Y20,0,637
Y-2,Y07,1,641
Y-1,Y20,0,645
Y-2,Y07,1,648
Y-1,Y20,0,652
Y-2,Y07,1,656
Y-1,Y20,0,660
Y-2,Y07,1,663
Y-1,Y20,0,667
Y-2,Y07,1,671
Y-1,Y20,0,675
Y-2,Y07,1,678
Y-1,Y20,0,682
Y-2,Y07,1,686
Y-1,Y20,0,690
Y-2,Y07,1,693
Y-1,Y20,0,697
Y-2,Y07,1,701
Y-1,Y20,0,705
Y-2,Y07,1,708
Y-1,Y20,0,712
Y-2,Y07,1,716
Y-1,Y20,0,720
Y-2,Y07,1,723
Y-1,Y20,0,727
Y-2,Y07,1,731
Y-1,Y20,0,735
Y-2,Y07,1,738
Y-1,Y20,0,742
Y-2,Y07,1,746
Y-1,Y20,0,750
Y-2,Y07,1,753
Y-1,Y20,0,757
Y-2,Y07,1,761
Y-1,Y20,0,765
Y-2,Y07,1,768
Y-1,Y20,0,772
Y-2,Y07,1,776
Y-1,Y20,0,780
Y-2,Y07,1,783
Y-1,Y20,0,787
Y-2,Y07,1,791
Y-1,Y20,0,795
Y-2,Y07,1,798
Y-1,Y20,0,802
Y-2,Y07,1,806
Y-1,Y20,0,810
Y-2,Y07,1,813
Y-1,Y20,0,817
Y-2,Y07,1,821
Y-1,Y20,0,825
Y-2,Y07,1,828
Y-1,Y20,0,832
Y-2,Y07,1,836
Y-1,Y20,0,840
Y-2,Y07,1,843
Y-1,Y20,0,847
Y-2,Y07,1,851
Y-1,Y20,0,855
Y-2,Y07,1,858
Y-1,Y20,0,862
Y-2,Y07,1,866
Y-1,Y20,0,870
Y-2,Y07,1,873
Y-1,Y20,0,877
Y-2,Y07,1,881
Y-1,Y20,0,885
Y-2,Y07,1,888
Y-1,Y20,0,892
Y-2,Y07,1,896
Y-1,Y20,0,900
Y-2,Y07,1,903
Y-1,Y20,0,907
Y-2,Y07,1,911
Y-1,Y20,0,915
Y-2,Y07,1,918
Y-1,Y20,0,922
Y-2,Y07,1,926
Y-1,Y20,0,930
Y-2,Y07,1,933
Y-1,Y20,0,937
Y-2,Y07,1,941
Y-1,Y20,0,945
Y-2,Y07,1,948
Y-1,Y20,0,952
Y-2,Y07,1,956
Y-1,Y20,0,960
Y-2,Y07,1,963
Y-1,Y20,0,967
Y-2,Y07,1,971
Y-1,Y20,0,975
Y-2,Y07,1,978
Y-1,Y20,0,982
Y-2,Y07,1,986
Y-1,Y20,0,990
Y-2,Y07,1,993
Y-1,Y20,0,997
Y-2,Y07,1,1001
Y-1,Y20,0,1005
Y-2,Y07,1,1008
Y-1,Y20,0,1012
Y-2,Y07,1,1016
Y-1,Y20,0,1020
Y-2,Y07,1,1023
Y-1,Y20,0,1027
Y-2,Y07,1,1031
Y-1,Y20,0,1035
Y-2,Y07,1,1038
Y-1,Y20,0,1042
Y-2,Y07,1,1046
Y-1,Y20,0,1050
Y-2,Y07,1,1053
Y-1,Y20,0,1057
Y-2,Y07,1,1062
Y-1,Y20,0,1065
Y-2,Y07,1,1069
Y-1,Y20,0,1073
Y-2,Y07,1,1075
Y-1,Y20,0,1081
Y-2,Y07,1,1083
Y-2,Y07,1,1090
Y-1,Y20,0,1092
Y-2,Y07,1,1100
Y-1,Y20,0,1102
Y-2,Y07,1,1110
Y-1,Y20,0,1111
Y-2,Y07,1,1120
Y-1,Y20,0,1122
Y-2,Y07,1,1130
Y-1,Y20,0,1132
Y-2,Y07,1,1140
Y-1,Y20,0,1142
Y-2,Y07,1,1150
Y-1,Y20,0,1152
Y-2,Y07,1,1160
Y-1,Y20,0,1162
Y-2,Y07,1,1170
Y-1,Y20,0,1172
Y-2,Y07,1,1180
Y-1,Y20,0,1182
Y-2,Y07,1,1190
Y-1,Y20,0,1192
Y-2,Y07,1,1200
Y-1,Y20,0,1202
Y-2,Y07,1,1210
Y-1,Y20,0,1212
Y-2,Y07,1,1220
Y-1,Y20,0,1222
Y-2,Y07,1,1230
Y-1,Y20,0,1232
Y-2,Y07,1,1240
Y-1,Y20,0,1242
Y-2,Y07,1,1250
Y-1,Y20,0,1252
Y-2,Y07,1,1260
Y-1,Y20,0,1262
Y-2,Y07,1,1270
Y-1,Y20,0,1272
Y-2,Y07,1,1280
Y-1,Y20,0,1282
Y-2,Y07,1,1290
Y-1,Y20,0,1292
Y-2,Y07,1,1300
Y-1,Y20,0,1302
Y-2,Y07,1,1310
Y-1,Y20,0,1312
Y-2,Y07,1,1320
Y-1,Y20,0,1322
Y-2,Y07,1,1330
Y-1,Y20,0,1332
Y-2,Y07,1,1340
Y-1,Y20,0,1342
Y-2,Y07,1,1350
Y-1,Y20,0,1352
Y-2,Y07,1,1359
Y-1,Y20,0,1362
Y-2,Y07,1,1368
Y-1,Y20,0,1372
Y-2,Y07,1,1377
Y-1,Y20,0,1381
Y-2,Y07,1,1387
Y-1,Y20,0,1390
Y-1,Y20,0,1396
Y-2,Y07,1,1397
Y-1,Y20,0,1404
Y-2,Y07,1,1408
Y-2,Y07,1,1416
Y-1,Y20,0,1417
Y-2,Y07,1,1424
Y-1,Y20,0,1428
Y-2,Y07,1,1432
Y-2,Y07,1,1440
Y-1,Y20,0,1441
Y-2,Y07,1,1448
Y-1,Y20,0,1452
Y-2,Y07,1,1460
