line,destination,direction,abs_time
Y-1,Y20,0,362
Y-2,Y07,1,365
Y-1,Y20,0,372
Y-2,Y07,1,374
Y-1,Y20,0,377
Y-2,Y07,1,383
Y-1,Y20,0,384
Y-1,Y20,0,389
Y-2,Y07,1,390
Y-2,Y07,1,395
Y-1,Y20,0,396
Y-1,Y20,0,402
Y-2,Y07,1,404
Y-1,Y20,0,406
Y-2,Y07,1,409
Y-1,Y20,0,410
Y-1,Y20,0,415
Y-2,Y07,1,416
Y-1,Y20,0,420
Y-2,Y07,1,423
Y-1,Y20,0,425
Y-1,Y20,0,429
Y-2,Y07,1,432
Y-1,Y20,0,434
Y-2,Y07,1,437
Y-1,Y20,0,439
Y-2,Y07,1,442
Y-1,Y20,0,443
Y-1,Y20,0,448
Y-2,Y07,1,448
Y-1,Y20,0,453
Y-2,Y07,1,453
Y-1,Y20,0,458
Y-2,Y07,1,458
Y-2,Y07,1,463
Y-1,Y20,0,464
Y-2,Y07,1,468
Y-1,Y20,0,469
Y-1,Y20,0,473
Y-2,Y07,1,473
Y-2,Y07,1,477
Y-1,Y20,0,478
Y-2,Y07,1,482
Y-1,Y20,0,483
Y-2,Y07,1,487
Y-1,Y20,0,488
Y-2,Y07,1,491
Y-1,Y20,0,493
Y-2,Y07,1,496
Y-1,Y20,0,497
Y-2,Y07,1,501
Y-1,Y20,0,502
Y-2,Y07,1,506
Y-1,Y20,0,507
Y-2,Y07,1,511
Y-1,Y20,0,512
Y-1,Y20,0,517
Y-2,Y07,1,517
Y-1,Y20,0,522
Y-2,Y07,1,522
Y-2,Y07,1,526
Y-1,Y20,0,527
Y-2,Y07,1,531
Y-1,Y20,0,532
Y-2,Y07,1,536
Y-1,Y20,0,537
Y-2,Y07,1,541
Y-1,Y20,0,544
Y-2,Y07,1,545
Y-2,Y07,1,550
Y-1,Y20,0,551
Y-2,Y07,1,553
Y-1,Y20,0,559
Y-2,Y07,1,560
Y-2,Y07,1,564
Y-1,Y20,0,568
Y-2,Y07,1,574
Y-1,Y20,0,576
Y-2,Y07,1,579
Y-2,Y07,1,579
Y-1,Y20,0,585
Y-2,Y07,1,585
Y-2,Y07,1,590
Y-1,Y20,0,591
Y-1,Y20,0,597
Y-2,Y07,1,597
Y-1,Y20,0,604
Y-2,Y07,1,604
Y-1,Y20,0,612
Y-2,Y07,1,612
Y-1,Y20,0,619
Y-2,Y07,1,619
Y-1,Y20,0,627
Y-2,Y07,1,627
Y-1,Y20,0,634
Y-2,Y07,1,636
Y-1,Y20,0,642
Y-2,Y07,1,644
Y-2,Y07,1,649
Y-1,Y20,0,650
Y-2,Y07,1,657
Y-1,Y20,0,658
Y-2,Y07,1,664
Y-1,Y20,0,665
Y-2,Y07,1,672
Y-1,Y20,0,673
Y-2,Y07,1,679
Y-1,Y20,0,680
Y-2,Y07,1,687
Y-1,Y20,0,688
Y-1,Y20,0,695
Y-2,Y07,1,696
Y-1,Y20,0,703
Y-2,Y07,1,704
Y-2,Y07,1,709
Y-1,Y20,0,710
Y-2,Y07,1,717
Y-1,Y20,0,718
Y-2,Y07,1,724
Y-1,Y20,0,725
Y-2,Y07,1,732
Y-1,Y20,0,733
Y-2,Y07,1,739
Y-1,Y20,0,740
Y-2,Y07,1,747
Y-1,Y20,0,748
Y-1,Y20,0,755
Y-2,Y07,1,756
Y-1,Y20,0,763
Y-2,Y07,1,764
Y-2,Y07,1,769
Y-1,Y20,0,770
Y-2,Y07,1,777
Y-1,Y20,0,778
Y-2,Y07,1,784
Y-1,Y20,0,785
Y-2,Y07,1,792
Y-1,Y20,0,793
Y-2,Y07,1,799
Y-1,Y20,0,800
Y-2,Y07,1,807
Y-1,Y20,0,808
Y-1,Y20,0,815
Y-2,Y07,1,816
Y-1,Y20,0,823
Y-2,Y07,1,824
Y-2,Y07,1,829
Y-1,Y20,0,830
Y-2,Y07,1,837
Y-1,Y20,0,838
Y-2,Y07,1,844
Y-1,Y20,0,845
Y-2,Y07,1,852
Y-1,Y20,0,853
Y-2,Y07,1,859
Y-1,Y20,0,860
Y-2,Y07,1,867
Y-1,Y20,0,868
Y-1,Y20,0,875
Y-2,Y07,1,876
Y-1,Y20,0,883
Y-2,Y07,1,884
Y-2,Y07,1,889
Y-1,Y20,0,890
Y-2,Y07,1,897
Y-1,Y20,0,898
Y-2,Y07,1,904
Y-1,Y20,0,905
Y-2,Y07,1,912
Y-1,Y20,0,913
Y-2,Y07,1,919
Y-1,Y20,0,920
Y-2,Y07,1,927
Y-1,Y20,0,928
Y-1,Y20,0,935
Y-2,Y07,1,936
Y-1,Y20,0,943
Y-2,Y07,1,944
Y-2,Y07,1,949
Y-1,Y20,0,950
Y-2,Y07,1,957
Y-1,Y20,0,958
Y-2,Y07,1,964
Y-1,Y20,0,965
Y-2,Y07,1,972
Y-1,Y20,0,973
Y-2,Y07,1,979
Y-1,Y20,0,981
Y-1,Y20,0,986
Y-2,Y07,1,987
Y-1,Y20,0,992
Y-1,Y20,0,996
Y-2,Y07,1,996
Y-1,Y20,0,1001
Y-2,Y07,1,1004
Y-1,Y20,0,1006
Y-2,Y07,1,1009
Y-1,Y20,0,1011
Y-1,Y20,0,1016
Y-2,Y07,1,1017
Y-1,Y20,0,1021
Y-2,Y07,1,1024
Y-1,Y20,0,1025
Y-1,Y20,0,1029
Y-2,Y07,1,1031
Y-1,Y20,0,1035
Y-2,Y07,1,1039
Y-1,Y20,0,1040
Y-2,Y07,1,1044
Y-1,Y20,0,1045
Y-1,Y20,0,1049
Y-2,Y07,1,1049
Y-2,Y07,1,1054
Y-1,Y20,0,1055
Y-2,Y07,1,1059
Y-1,Y20,0,1060
Y-1,Y20,0,1064
Y-2,Y07,1,1064
Y-2,Y07,1,1068
Y-1,Y20,0,1069
Y-2,Y07,1,1073
Y-1,Y20,0,1074
Y-2,Y07,1,1078
Y-1,Y20,0,1079
Y-2,Y07,1,1082
Y-1,Y20,0,1084
Y-2,Y07,1,1087
Y-1,Y20,0,1088
Y-2,Y07,1,1092
Y-1,Y20,0,1093
Y-1,Y20,0,1097
Y-2,Y07,1,1097
Y-2,Y07,1,1101
Y-1,Y20,0,1102
Y-2,Y07,1,1106
Y-1,Y20,0,1107
Y-1,Y20,0,1112
Y-2,Y07,1,1113
Y-2,Y07,1,1117
Y-1,Y20,0,1118
Y-2,Y07,1,1122
Y-1,Y20,0,1123
Y-2,Y07,1,1127
Y-1,Y20,0,1128
Y-1,Y20,0,1132
Y-2,Y07,1,1132
Y-2,Y07,1,1136
Y-1,Y20,0,1137
Y-2,Y07,1,1141
Y-1,Y20,0,1142
Y-2,Y07,1,1145
Y-1,Y20,0,1146
Y-2,Y07,1,1150
Y-1,Y20,0,1151
Y-2,Y07,1,1155
Y-1,Y20,0,1156
Y-2,Y07,1,1160
Y-1,Y20,0,1161
Y-2,Y07,1,1165
Y-1,Y20,0,1166
Y-2,Y07,1,1169
Y-1,Y20,0,1173
Y-2,Y07,1,1176
Y-2,Y07,1,1181
Y-1,Y20,0,1182
Y-2,Y07,1,1185
Y-2,Y07,1,1190
Y-1,Y20,0,1193
Y-2,Y07,1,1195
Y-2,Y07,1,1199
Y-1,Y20,0,1203
Y-2,Y07,1,1204
Y-2,Y07,1,1209
Y-1,Y20,0,1212
Y-2,Y07,1,1213
Y-2,Y07,1,1221
Y-1,Y20,0,1222
Y-2,Y07,1,1231
Y-1,Y20,0,1232
Y-2,Y07,1,1240
Y-1,Y20,0,1241
Y-1,Y20,0,1251
Y-2,Y07,1,1251
Y-1,Y20,0,1261
Y-2,Y07,1,1261
Y-1,Y20,0,1271
Y-2,Y07,1,1271
Y-1,Y20,0,1281
Y-2,Y07,1,1281
Y-1,Y20,0,1291
Y-2,Y07,1,1291
Y-1,Y20,0,1301
Y-2,Y07,1,1301
Y-2,Y07,1,1311
Y-1,Y20,0,1312
Y-2,Y07,1,1321
Y-1,Y20,0,1322
Y-2,Y07,1,1331
Y-1,Y20,0,1332
Y-2,Y07,1,1341
Y-1,Y20,0,1342
Y-2,Y07,1,1351
Y-1,Y20,0,1352
Y-1,Y20,0,1360
Y-2,Y07,1,1361
Y-1,Y20,0,1370
Y-2,Y07,1,1370
Y-2,Y07,1,1378
Y-1,Y20,0,1380
Y-1,Y20,0,1386
Y-2,Y07,1,1387
Y-1,Y20,0,1394
Y-2,Y07,1,1397
Y-1,Y20,0,1407
Y-2,Y07,1,1407
Y-1,Y20,0,1418
Y-2,Y07,1,1418
Y-2,Y07,1,1426
Y-1,Y20,0,1431
Y-2,Y07,1,1434
Y-1,Y20,0,1442
Y-2,Y07,1,1442
Y-2,Y07,1,1450
Y-2,Y07,1,1458
Y-2,Y07,1,1470
