line,destination,direction,abs_time
Y-1,Y20,0,1160
Y-2,Y07,1,1161
Y-1,Y20,0,1170
Y-2,Y07,1,1171
Y-1,Y20,0,1179
Y-2,Y07,1,1181
Y-1,Y20,0,1189
Y-2,Y07,1,1191
Y-1,Y20,0,1199
Y-2,Y07,1,1201
Y-1,Y20,0,1209
Y-2,Y07,1,1211
Y-1,Y20,0,1219
Y-2,Y07,1,1221
Y-1,Y20,0,1229
Y-2,Y07,1,1231
Y-1,Y20,0,1239
Y-2,Y07,1,1241
Y-1,Y20,0,1249
Y-2,Y07,1,1251
Y-1,Y20,0,1259
Y-2,Y07,1,1261
Y-1,Y20,0,1269
Y-2,Y07,1,1271
Y-1,Y20,0,1279
Y-2,Y07,1,1281
Y-1,Y20,0,1289
Y-2,Y07,1,1291
Y-1,Y20,0,1299
Y-2,Y07,1,1301
Y-1,Y20,0,1309
Y-2,Y07,1,1311
Y-1,Y20,0,1319
Y-2,Y07,1,1321
Y-1,Y20,0,1329
Y-2,Y07,1,1331
Y-1,Y20,0,1339
Y-2,Y07,1,1340
Y-1,Y20,0,1349
Y-2,Y07,1,1349
Y-2,Y07,1,1358
Y-1,Y20,0,1359
Y-2,Y07,1,1368
Y-1,Y20,0,1369
Y-2,Y07,1,1378
Y-1,Y20,0,1379
Y-1,Y20,0,1389
Y-2,Y07,1,1389
Y-2,Y07,1,1397
Y-1,Y20,0,1398
Y-2,Y07,1,1405
Y-1,Y20,0,1407
Y-2,Y07,1,1413
Y-1,Y20,0,1415
Y-2,Y07,1,1421
Y-1,Y20,0,1423
Y-2,Y07,1,1430
Y-1,Y20,0,1436
Y-2,Y07,1,1442
Y-1,Y20,0,1447
Y-1,Y20,0,1460
Y-1,Y20,0,1471
