line,destination,direction,abs_time
Y-2,Y07,1,364
Y-1,Y20,0,366
Y-2,Y07,1,369
Y-1,Y20,0,374
Y-2,Y07,1,376
Y-1,Y20,0,382
Y-2,Y07,1,384
Y-1,Y20,0,389
Y-2,Y07,1,393
Y-1,Y20,0,398
Y-2,Y07,1,402
Y-1,Y20,0,406
Y-2,Y07,1,412
Y-1,Y20,0,415
Y-2,Y07,1,421
Y-1,Y20,0,423
Y-1,Y20,0,430
Y-2,Y07,1,432
Y-1,Y20,0,437
Y-2,Y07,1,442
Y-1,Y20,0,446
Y-2,Y07,1,453
Y-1,Y20,0,456
Y-2,Y07,1,463
Y-1,Y20,0,467
Y-2,Y07,1,473
Y-1,Y20,0,477
Y-2,Y07,1,484
Y-1,Y20,0,487
Y-2,Y07,1,494
Y-1,Y20,0,497
Y-2,Y07,1,504
Y-1,Y20,0,507
Y-2,Y07,1,514
Y-1,Y20,0,518
Y-2,Y07,1,524
Y-1,Y20,0,527
Y-2,Y07,1,534
Y-1,Y20,0,537
Y-2,Y07,1,544
Y-1,Y20,0,547
Y-2,Y07,1,554
Y-1,Y20,0,557
Y-2,Y07,1,563
Y-1,Y20,0,567
Y-2,Y07,1,572
Y-1,Y20,0,576
Y-2,Y07,1,580
Y-1,Y20,0,585
Y-2,Y07,1,589
Y-1,Y20,0,593
Y-2,Y07,1,596
Y-1,Y20,0,601
Y-2,Y07,1,604
Y-1,Y20,0,607
Y-2,Y07,1,611
Y-1,Y20,0,614
Y-2,Y07,1,619
Y-1,Y20,0,621
Y-2,Y07,1,626
Y-1,Y20,0,629
Y-2,Y07,1,634
Y-1,Y20,0,636
Y-2,Y07,1,641
Y-1,Y20,0,644
Y-2,Y07,1,649
Y-1,Y20,0,651
Y-2,Y07,1,656
Y-1,Y20,0,659
Y-2,Y07,1,664
Y-1,Y20,0,666
Y-2,Y07,1,671
Y-1,Y20,0,674
Y-2,Y07,1,679
Y-1,Y20,0,681
Y-2,Y07,1,686
Y-1,Y20,0,689
Y-2,Y07,1,694
Y-1,Y20,0,696
Y-2,Y07,1,701
Y-1,Y20,0,704
Y-2,Y07,1,709
Y-1,Y20,0,711
Y-2,Y07,1,716
Y-1,Y20,0,719
Y-2,Y07,1,724
Y-1,Y20,0,726
Y-2,Y07,1,731
Y-1,Y20,0,734
Y-2,Y07,1,739
Y-1,Y20,0,741
Y-2,Y07,1,746
Y-1,Y20,0,749
Y-2,Y07,1,754
Y-1,Y20,0,756
Y-2,Y07,1,761
Y-1,Y20,0,764
Y-2,Y07,1,769
Y-1,Y20,0,771
Y-2,Y07,1,776
