line,destination,direction,abs_time
Y-2,Y07,1,363
Y-1,Y20,0,365
Y-1,Y20,0,372
Y-2,Y07,1,373
Y-2,Y07,1,380
Y-1,Y20,0,382
Y-2,Y07,1,385
Y-1,Y20,0,387
Y-2,Y07,1,393
Y-1,Y20,0,394
Y-1,Y20,0,398
Y-2,Y07,1,400
Y-1,Y20,0,405
Y-2,Y07,1,407
Y-1,Y20,0,411
Y-2,Y07,1,414
Y-1,Y20,0,415
Y-1,Y20,0,419
Y-2,Y07,1,423
Y-1,Y20,0,424
Y-2,Y07,1,428
Y-1,Y20,0,429
Y-2,Y07,1,433
Y-1,Y20,0,434
Y-1,Y20,0,438
Y-2,Y07,1,439
Y-1,Y20,0,443
Y-2,Y07,1,444
Y-1,Y20,0,448
Y-2,Y07,1,449
Y-1,Y20,0,452
Y-2,Y07,1,454
Y-1,Y20,0,458
Y-2,Y07,1,459
Y-1,Y20,0,462
Y-2,Y07,1,464
Y-1,Y20,0,468
Y-2,Y07,1,468
Y-1,Y20,0,473
Y-2,Y07,1,473
Y-1,Y20,0,478
Y-2,Y07,1,478
Y-2,Y07,1,482
Y-1,Y20,0,483
Y-1,Y20,0,487
Y-2,Y07,1,487
Y-1,Y20,0,492
Y-2,Y07,1,492
Y-1,Y20,0,497
Y-2,Y07,1,497
Y-1,Y20,0,502
Y-2,Y07,1,502
Y-1,Y20,0,506
Y-2,Y07,1,509
Y-1,Y20,0,511
Y-2,Y07,1,512
Y-1,Y20,0,516
Y-2,Y07,1,517
Y-1,Y20,0,521
Y-2,Y07,1,522
Y-1,Y20,0,526
Y-2,Y07,1,527
Y-1,Y20,0,531
Y-2,Y07,1,532
Y-1,Y20,0,536
Y-2,Y07,1,536
Y-1,Y20,0,541
Y-2,Y07,1,541
Y-2,Y07,1,544
Y-1,Y20,0,546
Y-2,Y07,1,551
Y-1,Y20,0,553
Y-2,Y07,1,555
Y-2,Y07,1,560
Y-1,Y20,0,561
Y-2,Y07,1,565
Y-1,Y20,0,568
Y-2,Y07,1,570
Y-2,Y07,1,576
Y-1,Y20,0,577
Y-2,Y07,1,581
Y-1,Y20,0,585
Y-2,Y07,1,588
Y-1,Y20,0,594
Y-2,Y07,1,595
Y-1,Y20,0,601
Y-2,Y07,1,603
Y-1,Y20,0,606
Y-2,Y07,1,610
Y-1,Y20,0,613
Y-2,Y07,1,618
Y-1,Y20,0,621
Y-2,Y07,1,627
Y-1,Y20,0,628
Y-2,Y07,1,635
Y-1,Y20,0,636
Y-2,Y07,1,640
Y-1,Y20,0,643
Y-2,Y07,1,648
Y-1,Y20,0,651
Y-2,Y07,1,655
Y-1,Y20,0,660
Y-2,Y07,1,663
Y-1,Y20,0,667
Y-2,Y07,1,670
Y-1,Y20,0,675
Y-2,Y07,1,678
Y-1,Y20,0,682
Y-2,Y07,1,685
Y-1,Y20,0,690
Y-2,Y07,1,693
Y-1,Y20,0,697
Y-2,Y07,1,700
Y-1,Y20,0,705
Y-2,Y07,1,708
Y-1,Y20,0,712
Y-2,Y07,1,715
Y-1,Y20,0,720
Y-2,Y07,1,723
Y-1,Y20,0,727
Y-2,Y07,1,730
Y-1,Y20,0,735
Y-2,Y07,1,738
Y-1,Y20,0,742
Y-2,Y07,1,745
Y-1,Y20,0,750
Y-2,Y07,1,753
Y-1,Y20,0,757
Y-2,Y07,1,760
Y-1,Y20,0,765
Y-2,Y07,1,768
Y-1,Y20,0,772
Y-2,Y07,1,775
Y-1,Y20,0,780
Y-2,Y07,1,783
Y-1,Y20,0,787
Y-2,Y07,1,790
Y-1,Y20,0,795
Y-2,Y07,1,798
Y-1,Y20,0,802
Y-2,Y07,1,805
Y-1,Y20,0,810
Y-2,Y07,1,813
Y-1,Y20,0,817
Y-2,Y07,1,820
Y-1,Y20,0,825
Y-2,Y07,1,828
Y-1,Y20,0,832
Y-2,Y07,1,835
Y-1,Y20,0,840
Y-2,Y07,1,843
Y-1,Y20,0,847
Y-2,Y07,1,850
Y-1,Y20,0,855
Y-2,Y07,1,858
Y-1,Y20,0,862
Y-2,Y07,1,865
Y-1,Y20,0,870
Y-2,Y07,1,873
Y-1,Y20,0,877
Y-2,Y07,1,880
Y-1,Y20,0,885
Y-2,Y07,1,888
Y-1,Y20,0,892
Y-2,Y07,1,895
Y-1,Y20,0,900
Y-2,Y07,1,903
Y-1,Y20,0,907
Y-2,Y07,1,910
Y-1,Y20,0,915
Y-2,Y07,1,918
Y-1,Y20,0,922
Y-2,Y07,1,925
Y-1,Y20,0,930
Y-2,Y07,1,933
Y-1,Y20,0,937
Y-2,Y07,1,940
Y-1,Y20,0,945
Y-2,Y07,1,948
Y-1,Y20,0,952
Y-2,Y07,1,955
Y-1,Y20,0,960
Y-2,Y07,1,963
Y-1,Y20,0,967
Y-2,Y07,1,970
Y-1,Y20,0,975
Y-2,Y07,1,978
Y-1,Y20,0,982
Y-2,Y07,1,985
Y-1,Y20,0,990
Y-2,Y07,1,993
Y-1,Y20,0,995
Y-2,Y07,1,1001
Y-1,Y20,0,1002
Y-1,Y20,0,1006
Y-2,Y07,1,1008
Y-1,Y20,0,1010
Y-1,Y20,0,1015
Y-2,Y07,1,1015
Y-1,Y20,0,1020
Y-2,Y07,1,1022
Y-1,Y20,0,1026
Y-1,Y20,0,1030
Y-2,Y07,1,1030
Y-1,Y20,0,1034
Y-2,Y07,1,1034
Y-1,Y20,0,1039
Y-2,Y07,1,1040
Y-1,Y20,0,1044
Y-2,Y07,1,1045
Y-1,Y20,0,1049
Y-2,Y07,1,1050
Y-1,Y20,0,1054
Y-2,Y07,1,1055
Y-1,Y20,0,1058
Y-2,Y07,1,1059
Y-1,Y20,0,1064
Y-2,Y07,1,1064
Y-1,Y20,0,1069
Y-2,Y07,1,1069
Y-2,Y07,1,1073
Y-1,Y20,0,1074
Y-1,Y20,0,1078
Y-2,Y07,1,1078
Y-1,Y20,0,1083
Y-2,Y07,1,1083
Y-2,Y07,1,1087
Y-1,Y20,0,1088
Y-2,Y07,1,1092
Y-1,Y20,0,1093
Y-1,Y20,0,1097
Y-2,Y07,1,1097
Y-1,Y20,0,1102
Y-2,Y07,1,1103
Y-1,Y20,0,1107
Y-2,Y07,1,1108
Y-1,Y20,0,1111
Y-2,Y07,1,1113
Y-1,Y20,0,1116
Y-2,Y07,1,1118
Y-1,Y20,0,1121
Y-2,Y07,1,1123
Y-1,Y20,0,1127
Y-2,Y07,1,1127
Y-1,Y20,0,1132
Y-2,Y07,1,1132
Y-2,Y07,1,1136
Y-1,Y20,0,1137
Y-2,Y07,1,1141
Y-1,Y20,0,1142
Y-1,Y20,0,1146
Y-2,Y07,1,1146
Y-1,Y20,0,1151
Y-2,Y07,1,1151
Y-1,Y20,0,1155
Y-2,Y07,1,1155
Y-2,Y07,1,1160
Y-1,Y20,0,1161
Y-1,Y20,0,1165
Y-2,Y07,1,1167
Y-1,Y20,0,1170
Y-2,Y07,1,1171
Y-1,Y20,0,1175
Y-2,Y07,1,1176
Y-2,Y07,1,1181
Y-1,Y20,0,1183
Y-2,Y07,1,1186
Y-2,Y07,1,1190
Y-1,Y20,0,1192
Y-2,Y07,1,1195
Y-2,Y07,1,1200
Y-1,Y20,0,1203
Y-2,Y07,1,1204
Y-2,Y07,1,1211
Y-1,Y20,0,1213
Y-2,Y07,1,1221
Y-1,Y20,0,1222
Y-2,Y07,1,1230
Y-1,Y20,0,1232
Y-2,Y07,1,1240
Y-1,Y20,0,1242
Y-2,Y07,1,1250
Y-1,Y20,0,1251
Y-2,Y07,1,1260
Y-1,Y20,0,1261
Y-2,Y07,1,1270
Y-1,Y20,0,1271
Y-2,Y07,1,1280
Y-1,Y20,0,1281
Y-2,Y07,1,1290
Y-1,Y20,0,1291
Y-2,Y07,1,1300
Y-1,Y20,0,1301
Y-2,Y07,1,1310
Y-1,Y20,0,1311
Y-2,Y07,1,1320
Y-1,Y20,0,1322
Y-2,Y07,1,1330
Y-1,Y20,0,1332
Y-2,Y07,1,1340
Y-1,Y20,0,1342
Y-2,Y07,1,1350
Y-1,Y20,0,1352
Y-2,Y07,1,1360
Y-1,Y20,0,1362
Y-2,Y07,1,1368
Y-1,Y20,0,1370
Y-2,Y07,1,1377
Y-1,Y20,0,1380
Y-2,Y07,1,1387
