line,destination,direction,abs_time
Y-1,Y20,0,360
Y-2,Y07,1,361
Y-1,Y20,0,368
Y-2,Y07,1,370
Y-1,Y20,0,375
Y-2,Y07,1,378
Y-2,Y07,1,383
Y-1,Y20,0,384
Y-1,Y20,0,390
Y-2,Y07,1,391
Y-1,Y20,0,395
Y-2,Y07,1,398
Y-1,Y20,0,400
Y-2,Y07,1,405
Y-1,Y20,0,407
Y-2,Y07,1,412
Y-1,Y20,0,413
Y-1,Y20,0,417
Y-1,Y20,0,421
Y-2,Y07,1,421
Y-1,Y20,0,426
Y-2,Y07,1,426
Y-1,Y20,0,431
Y-2,Y07,1,431
Y-1,Y20,0,436
Y-2,Y07,1,437
Y-1,Y20,0,440
Y-2,Y07,1,442
Y-1,Y20,0,445
Y-2,Y07,1,447
Y-1,Y20,0,450
Y-2,Y07,1,452
Y-1,Y20,0,454
Y-2,Y07,1,457
Y-1,Y20,0,459
Y-2,Y07,1,462
Y-1,Y20,0,464
Y-2,Y07,1,466
Y-1,Y20,0,470
Y-2,Y07,1,471
Y-1,Y20,0,475
Y-2,Y07,1,476
Y-1,Y20,0,480
Y-2,Y07,1,480
Y-1,Y20,0,485
Y-2,Y07,1,485
Y-1,Y20,0,489
Y-2,Y07,1,490
Y-1,Y20,0,494
Y-2,Y07,1,495
Y-1,Y20,0,499
Y-2,Y07,1,500
Y-1,Y20,0,504
Y-2,Y07,1,506
Y-1,Y20,0,508
Y-2,Y07,1,511
Y-1,Y20,0,513
Y-2,Y07,1,515
Y-1,Y20,0,518
Y-2,Y07,1,520
Y-1,Y20,0,523
Y-2,Y07,1,525
Y-1,Y20,0,528
Y-2,Y07,1,530
Y-1,Y20,0,533
Y-2,Y07,1,534
Y-1,Y20,0,538
Y-2,Y07,1,539
Y-2,Y07,1,542
Y-1,Y20,0,543
Y-1,Y20,0,548
Y-2,Y07,1,549
Y-2,Y07,1,553
Y-1,Y20,0,555
Y-2,Y07,1,558
Y-1,Y20,0,563
Y-2,Y07,1,563
Y-2,Y07,1,568
Y-1,Y20,0,570
Y-2,Y07,1,574
Y-1,Y20,0,579
Y-2,Y07,1,579
Y-2,Y07,1,586
Y-1,Y20,0,587
Y-2,Y07,1,593
Y-1,Y20,0,596
Y-2,Y07,1,601
Y-1,Y20,0,603
Y-1,Y20,0,608
Y-2,Y07,1,608
Y-1,Y20,0,615
Y-2,Y07,1,616
Y-1,Y20,0,623
Y-2,Y07,1,625
Y-1,Y20,0,630
Y-2,Y07,1,633
Y-1,Y20,0,638
Y-2,Y07,1,638
Y-1,Y20,0,645
Y-2,Y07,1,646
Y-1,Y20,0,653
Y-2,Y07,1,653
Y-2,Y07,1,661
Y-1,Y20,0,662
Y-2,Y07,1,668
Y-1,Y20,0,669
Y-2,Y07,1,676
Y-1,Y20,0,677
Y-1,Y20,0,684
Y-2,Y07,1,685
Y-1,Y20,0,692
Y-2,Y07,1,693
Y-2,Y07,1,698
Y-1,Y20,0,699
Y-2,Y07,1,706
Y-1,Y20,0,707
Y-2,Y07,1,713
Y-1,Y20,0,714
Y-2,Y07,1,721
Y-1,Y20,0,722
Y-2,Y07,1,728
Y-1,Y20,0,729
Y-2,Y07,1,736
Y-1,Y20,0,737
Y-1,Y20,0,744
Y-2,Y07,1,745
Y-1,Y20,0,752
Y-2,Y07,1,753
Y-2,Y07,1,758
Y-1,Y20,0,759
Y-2,Y07,1,766
Y-1,Y20,0,767
Y-2,Y07,1,773
Y-1,Y20,0,774
Y-2,Y07,1,781
Y-1,Y20,0,782
Y-2,Y07,1,788
Y-1,Y20,0,789
Y-2,Y07,1,796
Y-1,Y20,0,797
Y-1,Y20,0,804
Y-2,Y07,1,805
Y-1,Y20,0,812
Y-2,Y07,1,813
Y-2,Y07,1,818
Y-1,Y20,0,819
Y-2,Y07,1,826
Y-1,Y20,0,827
Y-2,Y07,1,833
Y-1,Y20,0,834
Y-2,Y07,1,841
Y-1,Y20,0,842
Y-2,Y07,1,848
Y-1,Y20,0,849
Y-2,Y07,1,856
Y-1,Y20,0,857
Y-1,Y20,0,864
Y-2,Y07,1,865
Y-1,Y20,0,872
Y-2,Y07,1,873
Y-2,Y07,1,878
Y-1,Y20,0,879
Y-2,Y07,1,886
