line,destination,direction,time
O-1,O01,1,362
O-1,O21,0,362
O-1,O01,1,369
O-1,O21,0,372
O-1,O01,1,376
O-1,O21,0,381
O-1,O01,1,384
O-1,O21,0,390
O-1,O01,1,392
O-1,O21,0,399
O-1,O01,1,400
O-1,O21,0,408
O-1,O01,1,409
O-1,O21,0,418
O-1,O01,1,419
O-1,O01,1,428
O-1,O21,0,428
O-1,O21,0,437
O-1,O01,1,438
O-1,O21,0,447
O-1,O01,1,448
O-1,O21,0,456
O-1,O01,1,457
O-1,O21,0,466
O-1,O01,1,467
O-1,O21,0,475
O-1,O01,1,476
O-1,O21,0,485
O-1,O01,1,486
O-1,O21,0,494
O-1,O01,1,495
O-1,O21,0,504
O-1,O01,1,505
O-1,O21,0,513
O-1,O01,1,515
O-1,O21,0,523
O-1,O01,1,524
O-1,O21,0,532
O-1,O01,1,533
O-1,O01,1,541
O-1,O21,0,542
O-1,O01,1,550
O-1,O21,0,552
O-1,O01,1,558
O-1,O21,0,561
O-1,O01,1,568
O-1,O21,0,571
O-1,O01,1,577
O-1,O21,0,580
O-1,O01,1,587
O-1,O21,0,590
O-1,O01,1,597
O-1,O21,0,599
O-1,O01,1,606
O-1,O21,0,609
O-1,O01,1,616
O-1,O21,0,618
O-1,O01,1,625
O-1,O21,0,628
O-1,O01,1,635
O-1,O21,0,638
O-1,O01,1,644
O-1,O21,0,647
O-1,O01,1,654
O-1,O21,0,657
O-1,O01,1,664
O-1,O21,0,667
O-1,O01,1,673
O-1,O21,0,676
O-1,O01,1,683
O-1,O21,0,686
O-1,O01,1,692
O-1,O21,0,695
O-1,O01,1,702
O-1,O21,0,705
O-1,O01,1,711
O-1,O21,0,714
O-1,O01,1,721
O-1,O21,0,724
O-1,O01,1,731
O-1,O21,0,733
O-1,O01,1,740
O-1,O21,0,743
O-1,O01,1,750
O-1,O21,0,753
O-1,O01,1,759
O-1,O21,0,762
O-1,O01,1,769
O-1,O21,0,772
O-1,O01,1,778
O-1,O21,0,781
O-1,O01,1,788
O-1,O21,0,791
O-1,O01,1,798
O-1,O21,0,800
O-1,O01,1,807
O-1,O21,0,810
O-1,O01,1,817
O-1,O21,0,820
O-1,O01,1,826
O-1,O21,0,829
O-1,O01,1,836
O-1,O21,0,839
O-1,O01,1,845
O-1,O21,0,848
O-1,O01,1,855
O-1,O21,0,858
O-1,O01,1,864
O-1,O21,0,867
O-1,O01,1,874
O-1,O21,0,877
O-1,O01,1,884
O-1,O21,0,887
O-1,O01,1,893
O-1,O21,0,896
O-1,O01,1,903
O-1,O21,0,906
O-1,O01,1,912
O-1,O21,0,915
O-1,O01,1,922
O-1,O21,0,925
O-1,O01,1,931
O-1,O21,0,934
O-1,O01,1,941
O-1,O21,0,944
O-1,O01,1,951
O-1,O21,0,954
O-1,O01,1,960
O-1,O21,0,963
O-1,O01,1,970
O-1,O21,0,973
O-1,O01,1,979
O-1,O21,0,982
O-1,O01,1,989
O-1,O21,0,992
O-1,O01,1,998
O-1,O21,0,1001
O-1,O01,1,1008
O-1,O21,0,1011
O-1,O01,1,1018
O-1,O21,0,1020
O-1,O01,1,1027
O-1,O21,0,1030
O-1,O01,1,1037
O-1,O21,0,1040
O-1,O01,1,1046
O-1,O21,0,1049
O-1,O01,1,1056
O-1,O21,0,1059
O-1,O01,1,1065
O-1,O21,0,1068
O-1,O01,1,1075
O-1,O21,0,1078
O-1,O01,1,1085
O-1,O21,0,1087
O-1,O01,1,1094
O-1,O21,0,1097
O-1,O01,1,1104
O-1,O21,0,1107
O-1,O01,1,1113
O-1,O21,0,1116
O-1,O01,1,1123
O-1,O21,0,1126
O-1,O01,1,1132
O-1,O21,0,1135
O-1,O01,1,1142
O-1,O21,0,1145
O-1,O01,1,1151
O-1,O21,0,1154
O-1,O01,1,1161
O-1,O21,0,1164
O-1,O01,1,1171
O-1,O21,0,1174
O-1,O01,1,1180
O-1,O21,0,1183
O-1,O01,1,1190
O-1,O21,0,1193
O-1,O01,1,1199
O-1,O21,0,1202
O-1,O01,1,1209
O-1,O21,0,1212
O-1,O01,1,1218
O-1,O21,0,1221
O-1,O01,1,1228
O-1,O21,0,1231
O-1,O01,1,1238
O-1,O21,0,1241
O-1,O01,1,1247
O-1,O21,0,1250
O-1,O01,1,1257
O-1,O21,0,1260
O-1,O01,1,1266
O-1,O21,0,1269
O-1,O01,1,1276
O-1,O21,0,1279
O-1,O01,1,1285
O-1,O21,0,1289
O-1,O01,1,1295
O-1,O21,0,1298
O-1,O01,1,1305
O-1,O21,0,1308
O-1,O01,1,1314
O-1,O21,0,1318
O-1,O01,1,1324
O-1,O21,0,1327
O-1,O01,1,1333
O-1,O21,0,1337
O-1,O01,1,1343
O-1,O21,0,1346
O-1,O01,1,1352
O-1,O21,0,1356
O-1,O01,1,1362
O-1,O21,0,1365
O-1,O01,1,1372
O-1,O21,0,1375
O-1,O01,1,1383
O-1,O21,0,1384
O-1,O01,1,1394
O-1,O21,0,1394
O-1,O21,0,1404
O-1,O01,1,1406
O-1,O21,0,1411
O-1,O01,1,1418
O-1,O21,0,1423
O-1,O01,1,1430
O-1,O21,0,1435
O-1,O01,1,1442
O-1,O21,0,1447
O-1,O01,1,1454
O-1,O21,0,1459
O-1,O01,1,1463
O-1,O21,0,1471
O-1,O21,0,1478
O-1,O21,0,1495
