line,destination,direction,time
O-2,O01,1,360
O-2,O01,1,366
O-2,O54,0,367
O-2,O01,1,374
O-2,O54,0,374
O-2,O01,1,382
O-2,O54,0,385
O-2,O01,1,389
O-2,O54,0,393
O-2,O01,1,398
O-2,O54,0,404
O-2,O01,1,405
O-2,O01,1,413
O-2,O54,0,413
O-2,O01,1,420
O-2,O54,0,423
O-2,O01,1,426
O-2,O54,0,432
O-2,O01,1,433
O-2,O01,1,439
O-2,O54,0,441
O-2,O01,1,445
O-2,O54,0,448
O-2,O01,1,451
O-2,O54,0,456
O-2,O01,1,457
O-2,O01,1,463
O-2,O54,0,464
O-2,O01,1,468
O-2,O54,0,471
O-2,O01,1,473
O-2,O54,0,477
O-2,O01,1,478
O-2,O01,1,483
O-2,O54,0,483
O-2,O01,1,488
O-2,O54,0,489
O-2,O01,1,493
O-2,O54,0,495
O-2,O01,1,498
O-2,O54,0,501
O-2,O01,1,503
O-2,O54,0,507
O-2,O01,1,508
O-2,O01,1,513
O-2,O54,0,513
O-2,O01,1,519
O-2,O54,0,520
O-2,O54,0,525
O-2,O01,1,526
O-2,O54,0,531
O-2,O01,1,532
O-2,O54,0,537
O-2,O01,1,538
O-2,O54,0,542
O-2,O01,1,544
O-2,O54,0,547
O-2,O01,1,552
O-2,O54,0,552
O-2,O54,0,557
O-2,O01,1,561
O-2,O54,0,562
O-2,O54,0,567
O-2,O01,1,569
O-2,O54,0,572
O-2,O01,1,578
O-2,O54,0,578
O-2,O54,0,584
O-2,O01,1,587
O-2,O54,0,590
O-2,O01,1,596
O-2,O54,0,596
O-2,O54,0,604
O-2,O01,1,605
O-2,O01,1,614
O-2,O54,0,614
O-2,O54,0,621
O-2,O01,1,623
O-2,O54,0,630
O-2,O01,1,633
O-2,O54,0,639
O-2,O01,1,643
O-2,O54,0,648
O-2,O01,1,652
O-2,O54,0,656
O-2,O01,1,662
O-2,O54,0,665
O-2,O01,1,672
O-2,O54,0,674
O-2,O01,1,681
O-2,O54,0,682
O-2,O01,1,691
O-2,O54,0,692
O-2,O01,1,701
O-2,O54,0,701
O-2,O01,1,710
O-2,O54,0,711
O-2,O01,1,720
O-2,O54,0,721
O-2,O01,1,730
O-2,O54,0,730
O-2,O01,1,739
O-2,O54,0,740
O-2,O01,1,749
O-2,O54,0,750
O-2,O01,1,759
O-2,O54,0,759
O-2,O01,1,768
O-2,O54,0,769
O-2,O01,1,778
O-2,O54,0,779
O-2,O01,1,788
O-2,O54,0,788
O-2,O01,1,797
O-2,O54,0,798
O-2,O01,1,807
O-2,O54,0,808
O-2,O01,1,817
O-2,O54,0,817
O-2,O01,1,826
O-2,O54,0,827
O-2,O01,1,836
O-2,O54,0,837
O-2,O01,1,846
O-2,O54,0,846
O-2,O01,1,855
O-2,O54,0,856
O-2,O01,1,865
O-2,O54,0,866
O-2,O01,1,875
O-2,O54,0,875
O-2,O01,1,884
O-2,O54,0,885
O-2,O01,1,894
O-2,O54,0,895
O-2,O01,1,904
O-2,O54,0,904
O-2,O01,1,913
O-2,O54,0,914
O-2,O01,1,923
O-2,O54,0,924
O-2,O01,1,933
O-2,O54,0,933
O-2,O01,1,942
O-2,O54,0,943
O-2,O01,1,952
O-2,O54,0,952
O-2,O01,1,961
O-2,O54,0,962
O-2,O01,1,967
O-2,O54,0,972
O-2,O01,1,973
O-2,O01,1,980
O-2,O54,0,981
O-2,O01,1,986
O-2,O54,0,991
O-2,O01,1,992
O-2,O01,1,998
O-2,O54,0,1001
O-2,O01,1,1005
O-2,O54,0,1010
O-2,O01,1,1011
O-2,O01,1,1017
O-2,O54,0,1020
O-2,O01,1,1024
O-2,O54,0,1027
