line,destination,direction,time
G-1,G01,1,363
G-1,G19,0,365
G-1,G01,1,368
G-1,G19,0,370
G-1,G01,1,376
G-1,G19,0,376
G-1,G19,0,383
G-1,G01,1,384
G-1,G19,0,388
G-1,G01,1,391
G-1,G19,0,392
G-1,G01,1,401
G-1,G19,0,401
G-1,G19,0,409
G-1,G01,1,410
G-1,G19,0,418
G-1,G01,1,420
G-1,G01,1,424
G-1,G19,0,425
G-1,G01,1,432
G-1,G19,0,434
G-1,G01,1,439
G-1,G19,0,441
G-1,G01,1,447
G-1,G19,0,449
G-1,G01,1,455
G-1,G19,0,458
G-1,G01,1,461
G-1,G01,1,467
G-1,G19,0,467
G-1,G01,1,474
G-1,G19,0,474
G-1,G19,0,480
G-1,G01,1,481
G-1,G19,0,486
G-1,G01,1,489
G-1,G19,0,490
G-1,G19,0,494
G-1,G01,1,496
G-1,G01,1,503
G-1,G19,0,503
G-1,G19,0,507
G-1,G01,1,509
G-1,G19,0,512
G-1,G01,1,513
G-1,G01,1,517
G-1,G19,0,522
G-1,G01,1,525
G-1,G19,0,525
G-1,G19,0,531
G-1,G01,1,532
G-1,G01,1,539
G-1,G19,0,539
G-1,G19,0,545
G-1,G01,1,546
G-1,G19,0,551
G-1,G01,1,553
G-1,G19,0,553
G-1,G19,0,560
G-1,G01,1,561
G-1,G19,0,567
G-1,G01,1,568
G-1,G01,1,575
G-1,G19,0,575
G-1,G01,1,582
G-1,G19,0,582
G-1,G19,0,588
G-1,G01,1,589
G-1,G19,0,596
G-1,G01,1,597
G-1,G19,0,603
G-1,G01,1,604
G-1,G01,1,611
G-1,G19,0,611
G-1,G19,0,617
G-1,G01,1,618
G-1,G19,0,624
G-1,G01,1,625
G-1,G19,0,632
G-1,G01,1,633
G-1,G19,0,639
G-1,G01,1,640
G-1,G01,1,647
G-1,G19,0,647
G-1,G19,0,653
G-1,G01,1,654
G-1,G19,0,660
G-1,G01,1,661
G-1,G19,0,668
G-1,G01,1,669
G-1,G19,0,675
G-1,G01,1,676
G-1,G01,1,683
G-1,G19,0,683
G-1,G19,0,689
G-1,G01,1,690
G-1,G19,0,696
G-1,G01,1,697
G-1,G19,0,704
G-1,G01,1,705
G-1,G19,0,711
G-1,G01,1,712
G-1,G01,1,719
G-1,G19,0,719
G-1,G19,0,725
G-1,G01,1,726
G-1,G19,0,732
G-1,G01,1,733
G-1,G19,0,740
G-1,G01,1,741
G-1,G19,0,747
G-1,G01,1,748
G-1,G01,1,755
G-1,G19,0,755
G-1,G19,0,761
G-1,G01,1,762
G-1,G19,0,768
G-1,G01,1,769
G-1,G19,0,776
G-1,G01,1,777
G-1,G19,0,783
G-1,G01,1,784
G-1,G01,1,791
G-1,G19,0,791
G-1,G19,0,797
G-1,G01,1,798
G-1,G19,0,804
G-1,G01,1,805
G-1,G19,0,812
G-1,G01,1,813
G-1,G19,0,819
G-1,G01,1,820
G-1,G01,1,827
G-1,G19,0,827
G-1,G19,0,833
G-1,G01,1,834
G-1,G19,0,840
G-1,G01,1,841
G-1,G19,0,848
G-1,G01,1,849
G-1,G19,0,855
G-1,G01,1,856
G-1,G01,1,863
G-1,G19,0,863
G-1,G19,0,869
G-1,G01,1,870
G-1,G19,0,876
G-1,G01,1,877
G-1,G19,0,884
G-1,G01,1,885
G-1,G19,0,891
G-1,G01,1,892
G-1,G01,1,899
G-1,G19,0,899
G-1,G19,0,905
G-1,G01,1,906
G-1,G19,0,912
G-1,G01,1,913
G-1,G19,0,920
G-1,G01,1,921
G-1,G19,0,927
G-1,G01,1,928
G-1,G01,1,935
G-1,G19,0,935
G-1,G19,0,941
G-1,G01,1,942
G-1,G19,0,947
G-1,G01,1,948
G-1,G01,1,954
G-1,G19,0,957
G-1,G01,1,960
G-1,G19,0,963
G-1,G01,1,966
G-1,G19,0,971
G-1,G01,1,972
G-1,G19,0,977
G-1,G01,1,978
G-1,G01,1,984
G-1,G19,0,984
G-1,G01,1,990
G-1,G19,0,993
G-1,G01,1,996
G-1,G19,0,1000
G-1,G01,1,1002
G-1,G19,0,1007
G-1,G01,1,1008
G-1,G01,1,1014
G-1,G19,0,1014
G-1,G01,1,1020
G-1,G19,0,1020
G-1,G01,1,1026
G-1,G19,0,1026
G-1,G01,1,1032
G-1,G19,0,1032
G-1,G01,1,1038
G-1,G19,0,1038
G-1,G01,1,1044
G-1,G19,0,1044
G-1,G01,1,1050
G-1,G19,0,1050
G-1,G01,1,1056
G-1,G19,0,1056
G-1,G01,1,1062
G-1,G19,0,1062
G-1,G01,1,1068
G-1,G19,0,1068
G-1,G01,1,1074
G-1,G19,0,1074
G-1,G01,1,1080
G-1,G19,0,1080
G-1,G01,1,1086
G-1,G19,0,1086
G-1,G01,1,1092
G-1,G19,0,1092
G-1,G01,1,1098
G-1,G19,0,1098
G-1,G01,1,1104
G-1,G19,0,1104
G-1,G01,1,1110
G-1,G19,0,1110
G-1,G19,0,1115
G-1,G01,1,1116
G-1,G19,0,1121
G-1,G01,1,1122
G-1,G19,0,1127
G-1,G01,1,1130
G-1,G19,0,1134
G-1,G01,1,1137
G-1,G19,0,1141
G-1,G01,1,1144
G-1,G19,0,1145
G-1,G01,1,1151
G-1,G19,0,1151
G-1,G19,0,1157
G-1,G01,1,1158
G-1,G19,0,1163
G-1,G01,1,1166
G-1,G19,0,1170
G-1,G01,1,1173
G-1,G19,0,1175
G-1,G01,1,1180
G-1,G19,0,1181
G-1,G01,1,1187
G-1,G19,0,1187
G-1,G19,0,1193
G-1,G01,1,1194
G-1,G19,0,1200
G-1,G01,1,1202
G-1,G19,0,1208
G-1,G01,1,1209
G-1,G19,0,1215
G-1,G01,1,1216
G-1,G01,1,1223
G-1,G19,0,1223
G-1,G19,0,1229
G-1,G01,1,1230
G-1,G19,0,1236
G-1,G01,1,1238
G-1,G19,0,1244
G-1,G01,1,1245
G-1,G19,0,1251
G-1,G01,1,1252
G-1,G01,1,1259
G-1,G19,0,1259
G-1,G19,0,1265
G-1,G01,1,1266
G-1,G19,0,1272
G-1,G01,1,1274
G-1,G19,0,1280
G-1,G01,1,1281
G-1,G19,0,1287
G-1,G01,1,1288
G-1,G01,1,1295
G-1,G19,0,1295
G-1,G19,0,1301
G-1,G01,1,1302
G-1,G19,0,1308
G-1,G01,1,1310
G-1,G19,0,1316
G-1,G01,1,1317
G-1,G19,0,1323
G-1,G01,1,1324
G-1,G01,1,1330
G-1,G19,0,1330
G-1,G01,1,1337
G-1,G19,0,1337
G-1,G01,1,1344
G-1,G19,0,1344
G-1,G01,1,1350
G-1,G19,0,1354
G-1,G01,1,1356
G-1,G19,0,1361
G-1,G01,1,1363
G-1,G01,1,1369
G-1,G19,0,1369
G-1,G19,0,1375
G-1,G01,1,1376
G-1,G01,1,1382
G-1,G19,0,1382
G-1,G19,0,1389
G-1,G01,1,1391
G-1,G19,0,1395
G-1,G01,1,1401
G-1,G19,0,1404
G-1,G01,1,1406
G-1,G19,0,1413
G-1,G01,1,1418
G-1,G19,0,1425
G-1,G01,1,1430
G-1,G19,0,1437
G-1,G01,1,1443
G-1,G19,0,1449
G-1,G19,0,1461
G-1,G19,0,1472
G-1,G19,0,1479
G-1,G19,0,1491
