line,destination,direction,abs_time
Y-2,Y07,1,360
Y-1,Y20,0,363
Y-2,Y07,1,367
Y-1,Y20,0,371
Y-2,Y07,1,372
Y-1,Y20,0,379
Y-2,Y07,1,380
Y-1,Y20,0,386
Y-2,Y07,1,388
Y-1,Y20,0,395
Y-2,Y07,1,395
Y-1,Y20,0,401
Y-2,Y07,1,403
Y-1,Y20,0,405
Y-1,Y20,0,410
Y-2,Y07,1,411
Y-2,Y07,1,416
Y-1,Y20,0,417
Y-2,Y07,1,421
Y-1,Y20,0,423
Y-1,Y20,0,427
Y-2,Y07,1,427
Y-1,Y20,0,431
Y-2,Y07,1,432
Y-1,Y20,0,436
Y-2,Y07,1,437
Y-1,Y20,0,441
Y-2,Y07,1,442
Y-1,Y20,0,445
Y-2,Y07,1,447
Y-1,Y20,0,450
Y-2,Y07,1,452
Y-1,Y20,0,455
Y-2,Y07,1,456
Y-1,Y20,0,459
Y-2,Y07,1,461
Y-1,Y20,0,464
Y-2,Y07,1,466
Y-1,Y20,0,469
Y-2,Y07,1,470
Y-1,Y20,0,474
Y-2,Y07,1,475
Y-1,Y20,0,479
Y-2,Y07,1,480
Y-1,Y20,0,485
Y-2,Y07,1,485
Y-1,Y20,0,490
Y-2,Y07,1,490
Y-1,Y20,0,494
Y-2,Y07,1,496
Y-1,Y20,0,499
Y-2,Y07,1,501
Y-1,Y20,0,504
Y-2,Y07,1,505
Y-1,Y20,0,509
Y-2,Y07,1,510
Y-1,Y20,0,513
Y-2,Y07,1,515
Y-1,Y20,0,518
Y-2,Y07,1,520
Y-1,Y20,0,523
Y-2,Y07,1,524
Y-1,Y20,0,528
Y-2,Y07,1,529
Y-2,Y07,1,532
Y-1,Y20,0,533
Y-1,Y20,0,538
Y-2,Y07,1,539
Y-1,Y20,0,543
Y-2,Y07,1,544
Y-1,Y20,0,548
Y-2,Y07,1,548
Y-1,Y20,0,553
Y-2,Y07,1,553
Y-1,Y20,0,558
Y-2,Y07,1,558
Y-2,Y07,1,564
Y-1,Y20,0,565
Y-2,Y07,1,569
Y-1,Y20,0,572
Y-2,Y07,1,576
Y-1,Y20,0,580
Y-2,Y07,1,583
Y-1,Y20,0,589
Y-2,Y07,1,591
Y-1,Y20,0,597
Y-2,Y07,1,598
Y-1,Y20,0,606
Y-2,Y07,1,606
Y-1,Y20,0,612
Y-2,Y07,1,615
Y-1,Y20,0,618
Y-2,Y07,1,623
Y-1,Y20,0,625
Y-2,Y07,1,628
Y-1,Y20,0,633
Y-2,Y07,1,636
Y-1,Y20,0,640
Y-2,Y07,1,643
Y-1,Y20,0,648
Y-2,Y07,1,651
Y-1,Y20,0,655
Y-2,Y07,1,658
Y-1,Y20,0,663
Y-2,Y07,1,666
Y-1,Y20,0,671
Y-2,Y07,1,673
Y-1,Y20,0,679
Y-2,Y07,1,681
Y-1,Y20,0,686
Y-2,Y07,1,688
Y-1,Y20,0,694
Y-2,Y07,1,696
Y-1,Y20,0,701
Y-2,Y07,1,703
Y-1,Y20,0,709
Y-2,Y07,1,711
Y-1,Y20,0,716
Y-2,Y07,1,718
Y-1,Y20,0,724
Y-2,Y07,1,726
Y-1,Y20,0,731
Y-2,Y07,1,733
Y-1,Y20,0,739
Y-2,Y07,1,741
Y-1,Y20,0,746
Y-2,Y07,1,748
Y-1,Y20,0,754
Y-2,Y07,1,756
Y-1,Y20,0,761
Y-2,Y07,1,763
Y-1,Y20,0,769
Y-2,Y07,1,771
Y-1,Y20,0,776
Y-2,Y07,1,778
Y-1,Y20,0,784
Y-2,Y07,1,786
Y-1,Y20,0,791
Y-2,Y07,1,793
Y-1,Y20,0,799
Y-2,Y07,1,801
Y-1,Y20,0,806
Y-2,Y07,1,808
Y-1,Y20,0,814
Y-2,Y07,1,816
Y-1,Y20,0,821
Y-2,Y07,1,823
Y-1,Y20,0,829
Y-2,Y07,1,831
Y-1,Y20,0,836
Y-2,Y07,1,838
Y-1,Y20,0,844
Y-2,Y07,1,846
Y-1,Y20,0,851
Y-2,Y07,1,853
Y-1,Y20,0,859
Y-2,Y07,1,861
