line,destination,direction,abs_time
Y-1,Y20,0,360
Y-2,Y07,1,361
Y-1,Y20,0,366
Y-2,Y07,1,369
Y-1,Y20,0,376
Y-2,Y07,1,378
Y-1,Y20,0,381
Y-2,Y07,1,386
Y-1,Y20,0,388
Y-2,Y07,1,391
Y-1,Y20,0,393
Y-2,Y07,1,399
Y-1,Y20,0,400
Y-2,Y07,1,405
Y-1,Y20,0,406
Y-1,Y20,0,410
Y-2,Y07,1,412
Y-1,Y20,0,414
Y-1,Y20,0,419
Y-2,Y07,1,420
Y-1,Y20,0,424
Y-1,Y20,0,428
Y-2,Y07,1,428
Y-1,Y20,0,433
Y-2,Y07,1,433
Y-1,Y20,0,438
Y-2,Y07,1,438
Y-1,Y20,0,442
Y-2,Y07,1,444
Y-1,Y20,0,447
Y-2,Y07,1,449
Y-1,Y20,0,452
Y-2,Y07,1,454
Y-1,Y20,0,457
Y-2,Y07,1,459
Y-1,Y20,0,462
Y-2,Y07,1,464
Y-1,Y20,0,468
Y-2,Y07,1,469
Y-1,Y20,0,473
Y-2,Y07,1,474
Y-1,Y20,0,477
Y-2,Y07,1,478
Y-1,Y20,0,482
Y-2,Y07,1,483
Y-1,Y20,0,487
Y-2,Y07,1,487
Y-1,Y20,0,492
Y-2,Y07,1,492
Y-1,Y20,0,496
Y-2,Y07,1,497
Y-1,Y20,0,501
Y-2,Y07,1,502
Y-1,Y20,0,506
Y-2,Y07,1,507
Y-1,Y20,0,511
Y-2,Y07,1,513
Y-1,Y20,0,515
Y-2,Y07,1,518
Y-1,Y20,0,521
Y-2,Y07,1,522
Y-1,Y20,0,526
Y-2,Y07,1,527
Y-1,Y20,0,531
Y-2,Y07,1,532
Y-1,Y20,0,536
Y-2,Y07,1,537
Y-1,Y20,0,541
Y-2,Y07,1,541
Y-2,Y07,1,546
Y-1,Y20,0,548
Y-2,Y07,1,549
Y-1,Y20,0,555
Y-2,Y07,1,556
Y-2,Y07,1,561
Y-1,Y20,0,563
Y-2,Y07,1,565
Y-2,Y07,1,570
Y-1,Y20,0,571
Y-2,Y07,1,575
Y-1,Y20,0,580
Y-2,Y07,1,581
Y-2,Y07,1,586
Y-1,Y20,0,588
Y-2,Y07,1,593
Y-1,Y20,0,595
Y-2,Y07,1,600
Y-1,Y20,0,601
Y-1,Y20,0,608
Y-2,Y07,1,608
Y-2,Y07,1,615
Y-1,Y20,0,616
Y-1,Y20,0,623
Y-2,Y07,1,623
Y-1,Y20,0,631
Y-2,Y07,1,632
Y-1,Y20,0,638
Y-2,Y07,1,640
Y-2,Y07,1,645
Y-1,Y20,0,646
Y-2,Y07,1,653
Y-1,Y20,0,654
Y-2,Y07,1,660
Y-1,Y20,0,662
Y-2,Y07,1,668
Y-1,Y20,0,669
Y-2,Y07,1,675
Y-1,Y20,0,677
Y-2,Y07,1,683
Y-1,Y20,0,684
Y-2,Y07,1,690
Y-1,Y20,0,692
Y-2,Y07,1,698
Y-1,Y20,0,699
Y-2,Y07,1,705
Y-1,Y20,0,707
Y-2,Y07,1,713
Y-1,Y20,0,714
Y-2,Y07,1,720
Y-1,Y20,0,722
Y-2,Y07,1,728
Y-1,Y20,0,729
Y-2,Y07,1,735
Y-1,Y20,0,737
Y-2,Y07,1,743
Y-1,Y20,0,744
Y-2,Y07,1,750
Y-1,Y20,0,752
Y-2,Y07,1,758
Y-1,Y20,0,759
Y-2,Y07,1,765
Y-1,Y20,0,767
Y-2,Y07,1,773
Y-1,Y20,0,774
Y-2,Y07,1,780
Y-1,Y20,0,782
Y-2,Y07,1,788
Y-1,Y20,0,789
Y-2,Y07,1,795
Y-1,Y20,0,797
Y-2,Y07,1,803
Y-1,Y20,0,804
Y-2,Y07,1,810
Y-1,Y20,0,812
Y-2,Y07,1,818
Y-1,Y20,0,819
Y-2,Y07,1,825
Y-1,Y20,0,827
Y-2,Y07,1,833
Y-1,Y20,0,834
Y-2,Y07,1,840
Y-1,Y20,0,842
Y-2,Y07,1,848
Y-1,Y20,0,849
Y-2,Y07,1,855
Y-1,Y20,0,857
Y-2,Y07,1,863
Y-1,Y20,0,864
Y-2,Y07,1,870
Y-1,Y20,0,872
Y-2,Y07,1,878
Y-1,Y20,0,879
Y-2,Y07,1,885
