line,destination,direction,abs_time
Y-2,Y07,1,656
Y-1,Y20,0,658
Y-2,Y07,1,663
Y-1,Y20,0,665
Y-2,Y07,1,671
Y-1,Y20,0,674
Y-2,Y07,1,678
Y-1,Y20,0,681
Y-2,Y07,1,686
Y-1,Y20,0,689
Y-2,Y07,1,693
Y-1,Y20,0,696
Y-2,Y07,1,701
Y-1,Y20,0,704
Y-2,Y07,1,708
Y-1,Y20,0,711
Y-2,Y07,1,716
Y-1,Y20,0,719
Y-2,Y07,1,723
Y-1,Y20,0,726
Y-2,Y07,1,731
Y-1,Y20,0,734
Y-2,Y07,1,738
Y-1,Y20,0,741
Y-2,Y07,1,746
Y-1,Y20,0,749
Y-2,Y07,1,753
Y-1,Y20,0,756
Y-2,Y07,1,761
Y-1,Y20,0,764
Y-2,Y07,1,768
Y-1,Y20,0,771
Y-2,Y07,1,776
Y-1,Y20,0,779
Y-2,Y07,1,783
Y-1,Y20,0,786
Y-2,Y07,1,791
Y-1,Y20,0,794
Y-2,Y07,1,798
Y-1,Y20,0,801
Y-2,Y07,1,806
Y-1,Y20,0,809
Y-2,Y07,1,813
Y-1,Y20,0,816
Y-2,Y07,1,821
Y-1,Y20,0,824
Y-2,Y07,1,828
Y-1,Y20,0,831
Y-2,Y07,1,836
Y-1,Y20,0,839
Y-2,Y07,1,843
Y-1,Y20,0,846
Y-2,Y07,1,851
Y-1,Y20,0,854
Y-2,Y07,1,858
Y-1,Y20,0,861
Y-2,Y07,1,866
Y-1,Y20,0,869
Y-2,Y07,1,873
Y-1,Y20,0,876
Y-2,Y07,1,881
Y-1,Y20,0,884
Y-2,Y07,1,888
Y-1,Y20,0,891
Y-2,Y07,1,896
Y-1,Y20,0,899
Y-2,Y07,1,903
Y-1,Y20,0,906
Y-2,Y07,1,911
Y-1,Y20,0,914
Y-2,Y07,1,918
Y-1,Y20,0,921
Y-2,Y07,1,926
Y-1,Y20,0,929
Y-2,Y07,1,933
Y-1,Y20,0,936
Y-2,Y07,1,941
Y-1,Y20,0,944
Y-2,Y07,1,948
Y-1,Y20,0,951
Y-2,Y07,1,956
Y-1,Y20,0,959
Y-2,Y07,1,963
Y-1,Y20,0,966
Y-2,Y07,1,971
Y-1,Y20,0,974
Y-2,Y07,1,979
Y-1,Y20,0,981
Y-2,Y07,1,986
Y-1,Y20,0,989
Y-2,Y07,1,994
Y-1,Y20,0,996
Y-2,Y07,1,1000
Y-1,Y20,0,1004
Y-2,Y07,1,1008
Y-1,Y20,0,1009
Y-2,Y07,1,1015
Y-1,Y20,0,1016
Y-1,Y20,0,1020
Y-2,Y07,1,1020
Y-1,Y20,0,1025
Y-2,Y07,1,1026
Y-1,Y20,0,1030
Y-2,Y07,1,1030
Y-1,Y20,0,1034
Y-2,Y07,1,1035
Y-1,Y20,0,1040
Y-2,Y07,1,1040
Y-1,Y20,0,1045
Y-2,Y07,1,1045
Y-1,Y20,0,1048
Y-2,Y07,1,1050
Y-1,Y20,0,1053
Y-2,Y07,1,1054
Y-1,Y20,0,1058
Y-2,Y07,1,1059
Y-1,Y20,0,1063
Y-2,Y07,1,1063
Y-1,Y20,0,1068
Y-2,Y07,1,1068
Y-1,Y20,0,1073
Y-2,Y07,1,1073
Y-1,Y20,0,1078
Y-2,Y07,1,1078
Y-2,Y07,1,1082
Y-1,Y20,0,1083
Y-1,Y20,0,1088
Y-2,Y07,1,1089
Y-1,Y20,0,1093
Y-2,Y07,1,1094
Y-1,Y20,0,1097
Y-2,Y07,1,1098
Y-1,Y20,0,1102
Y-2,Y07,1,1103
Y-1,Y20,0,1107
Y-2,Y07,1,1108
Y-1,Y20,0,1111
Y-2,Y07,1,1113
Y-1,Y20,0,1116
Y-2,Y07,1,1117
Y-1,Y20,0,1121
Y-2,Y07,1,1122
Y-1,Y20,0,1125
Y-2,Y07,1,1127
Y-1,Y20,0,1130
Y-2,Y07,1,1131
Y-1,Y20,0,1135
Y-2,Y07,1,1136
Y-1,Y20,0,1141
Y-2,Y07,1,1141
Y-1,Y20,0,1146
Y-2,Y07,1,1146
Y-1,Y20,0,1151
Y-2,Y07,1,1152
Y-1,Y20,0,1156
Y-2,Y07,1,1157
Y-1,Y20,0,1161
Y-2,Y07,1,1162
Y-1,Y20,0,1165
Y-2,Y07,1,1166
Y-1,Y20,0,1170
Y-2,Y07,1,1171
Y-1,Y20,0,1175
Y-2,Y07,1,1176
Y-1,Y20,0,1180
Y-2,Y07,1,1180
Y-1,Y20,0,1184
Y-2,Y07,1,1185
Y-1,Y20,0,1190
Y-2,Y07,1,1190
Y-2,Y07,1,1196
Y-1,Y20,0,1198
Y-2,Y07,1,1204
Y-1,Y20,0,1207
Y-2,Y07,1,1214
Y-1,Y20,0,1218
Y-2,Y07,1,1224
Y-1,Y20,0,1228
Y-2,Y07,1,1234
Y-1,Y20,0,1237
Y-2,Y07,1,1244
Y-1,Y20,0,1247
Y-2,Y07,1,1254
Y-1,Y20,0,1257
Y-2,Y07,1,1264
Y-1,Y20,0,1267
Y-2,Y07,1,1274
Y-1,Y20,0,1277
Y-2,Y07,1,1284
Y-1,Y20,0,1287
Y-2,Y07,1,1294
Y-1,Y20,0,1297
Y-2,Y07,1,1304
Y-1,Y20,0,1307
Y-2,Y07,1,1314
Y-1,Y20,0,1317
Y-2,Y07,1,1324
Y-1,Y20,0,1327
Y-2,Y07,1,1334
Y-1,Y20,0,1338
Y-2,Y07,1,1344
Y-1,Y20,0,1347
Y-2,Y07,1,1352
Y-1,Y20,0,1357
Y-2,Y07,1,1361
Y-1,Y20,0,1367
Y-2,Y07,1,1371
Y-1,Y20,0,1377
Y-2,Y07,1,1381
Y-1,Y20,0,1386
Y-2,Y07,1,1392
Y-1,Y20,0,1396
Y-2,Y07,1,1400
Y-1,Y20,0,1405
Y-2,Y07,1,1408
Y-1,Y20,0,1413
Y-2,Y07,1,1416
Y-1,Y20,0,1421
Y-2,Y07,1,1424
Y-2,Y07,1,1432
Y-1,Y20,0,1434
Y-2,Y07,1,1444
Y-1,Y20,0,1445
Y-1,Y20,0,1458
Y-1,Y20,0,1469
