line,destination,direction,abs_time
Y-1,Y20,0,360
Y-2,Y07,1,362
Y-2,Y07,1,367
Y-1,Y20,0,368
Y-2,Y07,1,375
Y-1,Y20,0,376
Y-2,Y07,1,383
Y-1,Y20,0,384
Y-2,Y07,1,390
Y-1,Y20,0,391
Y-2,Y07,1,398
Y-1,Y20,0,400
Y-1,Y20,0,406
Y-2,Y07,1,406
Y-1,Y20,0,410
Y-2,Y07,1,412
Y-1,Y20,0,414
Y-2,Y07,1,416
Y-1,Y20,0,422
Y-2,Y07,1,422
Y-1,Y20,0,427
Y-2,Y07,1,427
Y-1,Y20,0,431
Y-2,Y07,1,433
Y-1,Y20,0,435
Y-2,Y07,1,437
Y-1,Y20,0,440
Y-2,Y07,1,442
Y-1,Y20,0,445
Y-2,Y07,1,447
Y-1,Y20,0,450
Y-2,Y07,1,452
Y-1,Y20,0,455
Y-2,Y07,1,457
Y-1,Y20,0,459
Y-2,Y07,1,461
Y-1,Y20,0,464
Y-2,Y07,1,466
Y-1,Y20,0,468
Y-2,Y07,1,470
Y-1,Y20,0,474
Y-2,Y07,1,476
Y-1,Y20,0,478
Y-2,Y07,1,480
Y-1,Y20,0,484
Y-2,Y07,1,486
Y-1,Y20,0,489
Y-2,Y07,1,491
Y-1,Y20,0,494
Y-2,Y07,1,496
Y-1,Y20,0,499
Y-2,Y07,1,501
Y-1,Y20,0,503
Y-2,Y07,1,505
Y-1,Y20,0,508
Y-2,Y07,1,510
Y-1,Y20,0,513
Y-2,Y07,1,515
Y-1,Y20,0,518
Y-2,Y07,1,520
Y-1,Y20,0,522
Y-2,Y07,1,524
Y-1,Y20,0,527
Y-2,Y07,1,528
Y-1,Y20,0,532
Y-2,Y07,1,534
Y-1,Y20,0,537
Y-2,Y07,1,539
Y-1,Y20,0,542
Y-2,Y07,1,544
Y-1,Y20,0,548
Y-2,Y07,1,548
Y-1,Y20,0,552
Y-2,Y07,1,554
Y-1,Y20,0,558
Y-2,Y07,1,560
Y-1,Y20,0,563
Y-2,Y07,1,565
Y-1,Y20,0,569
Y-2,Y07,1,571
Y-1,Y20,0,577
Y-2,Y07,1,579
Y-1,Y20,0,584
Y-2,Y07,1,586
Y-1,Y20,0,593
Y-2,Y07,1,594
Y-1,Y20,0,601
Y-2,Y07,1,602
Y-1,Y20,0,610
Y-2,Y07,1,610
Y-1,Y20,0,617
Y-2,Y07,1,618
Y-1,Y20,0,622
Y-2,Y07,1,624
Y-1,Y20,0,629
Y-2,Y07,1,631
Y-1,Y20,0,637
Y-2,Y07,1,639
Y-1,Y20,0,644
Y-2,Y07,1,646
Y-1,Y20,0,652
Y-2,Y07,1,654
Y-1,Y20,0,659
Y-2,Y07,1,661
Y-1,Y20,0,667
Y-2,Y07,1,669
Y-1,Y20,0,676
Y-2,Y07,1,676
Y-1,Y20,0,683
Y-2,Y07,1,684
Y-1,Y20,0,691
Y-2,Y07,1,691
Y-1,Y20,0,698
Y-2,Y07,1,699
Y-1,Y20,0,706
Y-2,Y07,1,706
Y-1,Y20,0,713
Y-2,Y07,1,714
Y-1,Y20,0,721
Y-2,Y07,1,721
Y-1,Y20,0,728
Y-2,Y07,1,729
Y-1,Y20,0,736
Y-2,Y07,1,736
Y-1,Y20,0,743
Y-2,Y07,1,744
Y-1,Y20,0,751
Y-2,Y07,1,751
Y-1,Y20,0,758
Y-2,Y07,1,759
Y-1,Y20,0,766
Y-2,Y07,1,766
Y-1,Y20,0,773
Y-2,Y07,1,774
Y-1,Y20,0,781
Y-2,Y07,1,781
Y-1,Y20,0,788
Y-2,Y07,1,789
Y-1,Y20,0,796
Y-2,Y07,1,796
Y-1,Y20,0,803
Y-2,Y07,1,804
Y-1,Y20,0,811
Y-2,Y07,1,811
Y-1,Y20,0,818
Y-2,Y07,1,819
Y-1,Y20,0,826
Y-2,Y07,1,826
Y-1,Y20,0,833
Y-2,Y07,1,834
Y-1,Y20,0,841
Y-2,Y07,1,841
Y-1,Y20,0,848
Y-2,Y07,1,849
Y-1,Y20,0,856
Y-2,Y07,1,856
Y-1,Y20,0,863
Y-2,Y07,1,864
Y-1,Y20,0,871
Y-2,Y07,1,871
Y-1,Y20,0,878
Y-2,Y07,1,879
Y-1,Y20,0,886
Y-2,Y07,1,886
Y-1,Y20,0,893
Y-2,Y07,1,894
Y-1,Y20,0,901
Y-2,Y07,1,901
Y-1,Y20,0,908
Y-2,Y07,1,909
Y-1,Y20,0,916
Y-2,Y07,1,916
Y-1,Y20,0,923
Y-2,Y07,1,924
Y-1,Y20,0,931
Y-2,Y07,1,931
Y-1,Y20,0,938
Y-2,Y07,1,939
Y-1,Y20,0,946
Y-2,Y07,1,946
Y-1,Y20,0,953
Y-2,Y07,1,954
Y-1,Y20,0,961
Y-2,Y07,1,961
Y-1,Y20,0,968
Y-2,Y07,1,969
Y-1,Y20,0,976
Y-2,Y07,1,977
Y-1,Y20,0,983
Y-2,Y07,1,984
Y-1,Y20,0,991
Y-2,Y07,1,992
Y-1,Y20,0,998
Y-2,Y07,1,998
Y-1,Y20,0,1006
Y-2,Y07,1,1006
Y-1,Y20,0,1011
Y-2,Y07,1,1013
Y-1,Y20,0,1018
