line,destination,direction,abs_time
Y-1,Y20,0,1016
Y-2,Y07,1,1016
Y-1,Y20,0,1021
Y-2,Y07,1,1024
Y-1,Y20,0,1026
Y-2,Y07,1,1029
Y-1,Y20,0,1031
Y-2,Y07,1,1034
Y-1,Y20,0,1036
Y-2,Y07,1,1039
Y-1,Y20,0,1040
Y-1,Y20,0,1044
Y-2,Y07,1,1044
Y-2,Y07,1,1049
Y-1,Y20,0,1050
Y-2,Y07,1,1054
Y-1,Y20,0,1055
Y-2,Y07,1,1058
Y-1,Y20,0,1059
Y-2,Y07,1,1063
Y-1,Y20,0,1064
Y-2,Y07,1,1067
Y-1,Y20,0,1070
Y-2,Y07,1,1072
Y-1,Y20,0,1075
Y-2,Y07,1,1077
Y-1,Y20,0,1079
Y-2,Y07,1,1082
Y-1,Y20,0,1084
Y-2,Y07,1,1086
Y-1,Y20,0,1089
Y-2,Y07,1,1091
Y-1,Y20,0,1094
Y-1,Y20,0,1098
Y-2,Y07,1,1098
Y-2,Y07,1,1102
Y-1,Y20,0,1103
Y-1,Y20,0,1107
Y-2,Y07,1,1107
Y-1,Y20,0,1112
Y-2,Y07,1,1112
Y-1,Y20,0,1117
Y-2,Y07,1,1117
Y-2,Y07,1,1121
Y-1,Y20,0,1122
Y-2,Y07,1,1126
Y-1,Y20,0,1127
Y-2,Y07,1,1131
Y-1,Y20,0,1133
Y-2,Y07,1,1135
Y-1,Y20,0,1138
Y-2,Y07,1,1140
Y-1,Y20,0,1143
Y-2,Y07,1,1145
Y-1,Y20,0,1147
Y-2,Y07,1,1150
Y-1,Y20,0,1152
Y-2,Y07,1,1154
Y-1,Y20,0,1157
Y-1,Y20,0,1161
Y-2,Y07,1,1161
Y-1,Y20,0,1166
Y-2,Y07,1,1166
Y-2,Y07,1,1170
Y-1,Y20,0,1171
Y-2,Y07,1,1175
Y-1,Y20,0,1176
Y-2,Y07,1,1180
Y-1,Y20,0,1181
Y-2,Y07,1,1184
Y-1,Y20,0,1189
Y-2,Y07,1,1189
Y-2,Y07,1,1194
Y-1,Y20,0,1198
Y-2,Y07,1,1199
Y-2,Y07,1,1205
Y-1,Y20,0,1209
Y-2,Y07,1,1214
Y-1,Y20,0,1219
Y-2,Y07,1,1224
Y-1,Y20,0,1228
Y-2,Y07,1,1234
Y-1,Y20,0,1238
Y-2,Y07,1,1244
Y-1,Y20,0,1248
Y-2,Y07,1,1254
Y-1,Y20,0,1257
Y-2,Y07,1,1264
Y-1,Y20,0,1267
Y-2,Y07,1,1274
Y-1,Y20,0,1277
Y-2,Y07,1,1284
Y-1,Y20,0,1287
Y-2,Y07,1,1294
Y-1,Y20,0,1297
Y-2,Y07,1,1304
Y-1,Y20,0,1307
Y-2,Y07,1,1314
Y-1,Y20,0,1317
Y-2,Y07,1,1324
Y-1,Y20,0,1328
Y-2,Y07,1,1334
Y-1,Y20,0,1338
Y-2,Y07,1,1344
Y-1,Y20,0,1348
Y-2,Y07,1,1354
Y-1,Y20,0,1358
Y-2,Y07,1,1362
Y-1,Y20,0,1368
Y-2,Y07,1,1371
Y-1,Y20,0,1376
Y-2,Y07,1,1381
Y-1,Y20,0,1386
Y-2,Y07,1,1391
Y-1,Y20,0,1396
Y-2,Y07,1,1401
Y-1,Y20,0,1403
Y-2,Y07,1,1409
Y-1,Y20,0,1411
Y-2,Y07,1,1417
Y-1,Y20,0,1424
Y-2,Y07,1,1425
Y-2,Y07,1,1433
Y-1,Y20,0,1435
Y-2,Y07,1,1442
Y-1,Y20,0,1448
Y-2,Y07,1,1454
Y-1,Y20,0,1459
