line,destination,direction,abs_time
Y-1,Y20,0,1096
Y-2,Y07,1,1096
Y-1,Y20,0,1106
Y-2,Y07,1,1106
Y-1,Y20,0,1115
Y-2,Y07,1,1116
Y-1,Y20,0,1126
Y-2,Y07,1,1126
Y-1,Y20,0,1136
Y-2,Y07,1,1136
Y-1,Y20,0,1146
Y-2,Y07,1,1146
Y-1,Y20,0,1156
Y-2,Y07,1,1156
Y-1,Y20,0,1166
Y-2,Y07,1,1166
Y-1,Y20,0,1176
Y-2,Y07,1,1176
Y-1,Y20,0,1186
Y-2,Y07,1,1186
Y-1,Y20,0,1196
Y-2,Y07,1,1196
Y-1,Y20,0,1206
Y-2,Y07,1,1206
Y-1,Y20,0,1216
Y-2,Y07,1,1216
Y-1,Y20,0,1226
Y-2,Y07,1,1226
Y-1,Y20,0,1236
Y-2,Y07,1,1236
Y-1,Y20,0,1246
Y-2,Y07,1,1246
Y-1,Y20,0,1256
Y-2,Y07,1,1256
Y-1,Y20,0,1266
Y-2,Y07,1,1266
Y-1,Y20,0,1276
Y-2,Y07,1,1276
Y-1,Y20,0,1286
Y-2,Y07,1,1286
Y-1,Y20,0,1296
Y-2,Y07,1,1296
Y-1,Y20,0,1306
Y-2,Y07,1,1306
Y-1,Y20,0,1316
Y-2,Y07,1,1316
Y-1,Y20,0,1326
Y-2,Y07,1,1326
Y-1,Y20,0,1336
Y-2,Y07,1,1336
Y-1,Y20,0,1346
Y-2,Y07,1,1346
Y-2,Y07,1,1355
Y-1,Y20,0,1356
Y-2,Y07,1,1364
Y-1,Y20,0,1366
Y-2,Y07,1,1373
Y-1,Y20,0,1376
Y-2,Y07,1,1383
Y-1,Y20,0,1385
Y-2,Y07,1,1393
Y-1,Y20,0,1394
Y-1,Y20,0,1401
Y-2,Y07,1,1404
Y-1,Y20,0,1409
Y-2,Y07,1,1412
Y-2,Y07,1,1420
Y-1,Y20,0,1422
Y-2,Y07,1,1428
Y-1,Y20,0,1433
Y-2,Y07,1,1436
Y-2,Y07,1,1444
Y-1,Y20,0,1446
Y-2,Y07,1,1456
Y-1,Y20,0,1457
