line,destination,direction,abs_time
Y-2,Y07,1,360
Y-1,Y20,0,362
Y-2,Y07,1,369
Y-1,Y20,0,370
Y-2,Y07,1,376
Y-1,Y20,0,377
Y-2,Y07,1,381
Y-1,Y20,0,386
Y-2,Y07,1,389
Y-1,Y20,0,392
Y-2,Y07,1,396
Y-1,Y20,0,397
Y-1,Y20,0,402
Y-2,Y07,1,403
Y-1,Y20,0,409
Y-2,Y07,1,411
Y-1,Y20,0,415
Y-1,Y20,0,418
Y-2,Y07,1,419
Y-1,Y20,0,423
Y-2,Y07,1,425
Y-1,Y20,0,428
Y-2,Y07,1,429
Y-1,Y20,0,432
Y-2,Y07,1,435
Y-1,Y20,0,437
Y-2,Y07,1,440
Y-1,Y20,0,442
Y-2,Y07,1,446
Y-1,Y20,0,447
Y-2,Y07,1,450
Y-1,Y20,0,451
Y-2,Y07,1,455
Y-1,Y20,0,456
Y-2,Y07,1,460
Y-1,Y20,0,461
Y-2,Y07,1,465
Y-1,Y20,0,466
Y-2,Y07,1,469
Y-1,Y20,0,471
Y-2,Y07,1,474
Y-1,Y20,0,477
Y-2,Y07,1,479
Y-1,Y20,0,481
Y-2,Y07,1,483
Y-1,Y20,0,486
Y-2,Y07,1,489
Y-1,Y20,0,491
Y-2,Y07,1,493
Y-1,Y20,0,496
Y-2,Y07,1,499
Y-1,Y20,0,501
Y-2,Y07,1,504
Y-1,Y20,0,505
Y-2,Y07,1,509
Y-1,Y20,0,510
Y-1,Y20,0,514
Y-2,Y07,1,514
Y-2,Y07,1,518
Y-1,Y20,0,519
Y-2,Y07,1,523
Y-1,Y20,0,524
Y-2,Y07,1,528
Y-1,Y20,0,530
Y-2,Y07,1,533
Y-1,Y20,0,535
Y-2,Y07,1,537
Y-1,Y20,0,540
Y-2,Y07,1,541
Y-1,Y20,0,545
Y-2,Y07,1,547
Y-1,Y20,0,550
Y-2,Y07,1,552
Y-1,Y20,0,557
Y-2,Y07,1,557
Y-2,Y07,1,561
Y-1,Y20,0,564
Y-2,Y07,1,567
Y-1,Y20,0,572
Y-2,Y07,1,573
Y-2,Y07,1,578
Y-1,Y20,0,580
Y-2,Y07,1,584
Y-1,Y20,0,589
Y-2,Y07,1,591
Y-1,Y20,0,597
Y-2,Y07,1,599
Y-1,Y20,0,604
Y-2,Y07,1,606
Y-1,Y20,0,610
Y-2,Y07,1,614
Y-1,Y20,0,617
Y-2,Y07,1,623
Y-1,Y20,0,624
Y-2,Y07,1,631
Y-1,Y20,0,632
Y-2,Y07,1,637
Y-1,Y20,0,639
Y-2,Y07,1,644
Y-1,Y20,0,647
Y-2,Y07,1,652
Y-1,Y20,0,655
Y-2,Y07,1,659
Y-1,Y20,0,663
Y-2,Y07,1,667
Y-1,Y20,0,671
Y-2,Y07,1,674
Y-1,Y20,0,678
Y-2,Y07,1,682
Y-1,Y20,0,686
Y-2,Y07,1,689
Y-1,Y20,0,693
Y-2,Y07,1,697
Y-1,Y20,0,701
Y-2,Y07,1,704
Y-1,Y20,0,708
Y-2,Y07,1,712
Y-1,Y20,0,716
Y-2,Y07,1,719
Y-1,Y20,0,723
Y-2,Y07,1,727
Y-1,Y20,0,731
Y-2,Y07,1,734
Y-1,Y20,0,738
Y-2,Y07,1,742
Y-1,Y20,0,746
Y-2,Y07,1,749
Y-1,Y20,0,753
Y-2,Y07,1,757
Y-1,Y20,0,761
Y-2,Y07,1,764
Y-1,Y20,0,768
Y-2,Y07,1,772
Y-1,Y20,0,776
Y-2,Y07,1,779
Y-1,Y20,0,783
Y-2,Y07,1,787
Y-1,Y20,0,791
Y-2,Y07,1,794
Y-1,Y20,0,798
Y-2,Y07,1,802
Y-1,Y20,0,806
Y-2,Y07,1,809
Y-1,Y20,0,813
Y-2,Y07,1,817
Y-1,Y20,0,821
Y-2,Y07,1,824
Y-1,Y20,0,828
Y-2,Y07,1,832
Y-1,Y20,0,836
Y-2,Y07,1,839
Y-1,Y20,0,843
Y-2,Y07,1,847
Y-1,Y20,0,851
Y-2,Y07,1,854
Y-1,Y20,0,858
Y-2,Y07,1,862
Y-1,Y20,0,866
Y-2,Y07,1,869
Y-1,Y20,0,873
Y-2,Y07,1,877
Y-1,Y20,0,881
Y-2,Y07,1,884
Y-1,Y20,0,888
Y-2,Y07,1,892
Y-1,Y20,0,896
Y-2,Y07,1,899
Y-1,Y20,0,903
Y-2,Y07,1,907
Y-1,Y20,0,911
Y-2,Y07,1,914
Y-1,Y20,0,918
Y-2,Y07,1,922
Y-1,Y20,0,926
Y-2,Y07,1,929
Y-1,Y20,0,933
Y-2,Y07,1,937
Y-1,Y20,0,941
Y-2,Y07,1,944
Y-1,Y20,0,948
Y-2,Y07,1,952
Y-1,Y20,0,956
Y-2,Y07,1,959
Y-1,Y20,0,963
Y-2,Y07,1,967
Y-1,Y20,0,971
