line,destination,direction,abs_time
Y-1,Y20,0,360
Y-2,Y07,1,363
Y-1,Y20,0,367
Y-2,Y07,1,371
Y-1,Y20,0,376
Y-2,Y07,1,376
Y-1,Y20,0,382
Y-2,Y07,1,383
Y-2,Y07,1,391
Y-1,Y20,0,392
Y-1,Y20,0,399
Y-2,Y07,1,399
Y-1,Y20,0,408
Y-2,Y07,1,408
Y-1,Y20,0,417
Y-2,Y07,1,418
Y-1,Y20,0,424
Y-2,Y07,1,428
Y-1,Y20,0,431
Y-2,Y07,1,439
Y-1,Y20,0,440
Y-2,Y07,1,449
Y-1,Y20,0,450
Y-2,Y07,1,459
Y-1,Y20,0,460
Y-2,Y07,1,470
Y-1,Y20,0,471
Y-2,Y07,1,480
Y-1,Y20,0,481
Y-2,Y07,1,490
Y-1,Y20,0,491
Y-2,Y07,1,500
Y-1,Y20,0,501
Y-2,Y07,1,510
Y-1,Y20,0,512
Y-2,Y07,1,520
Y-1,Y20,0,521
Y-2,Y07,1,530
Y-1,Y20,0,531
Y-2,Y07,1,540
Y-1,Y20,0,541
Y-2,Y07,1,550
Y-1,Y20,0,551
Y-2,Y07,1,560
Y-1,Y20,0,561
Y-2,Y07,1,569
Y-1,Y20,0,570
Y-2,Y07,1,578
Y-1,Y20,0,579
Y-2,Y07,1,586
Y-1,Y20,0,587
Y-1,Y20,0,595
Y-2,Y07,1,595
Y-1,Y20,0,601
Y-2,Y07,1,603
Y-1,Y20,0,608
Y-2,Y07,1,610
Y-1,Y20,0,616
Y-2,Y07,1,618
Y-1,Y20,0,623
Y-2,Y07,1,625
Y-1,Y20,0,631
Y-2,Y07,1,633
Y-1,Y20,0,638
Y-2,Y07,1,640
Y-1,Y20,0,646
Y-2,Y07,1,648
Y-1,Y20,0,653
Y-2,Y07,1,655
Y-1,Y20,0,661
Y-2,Y07,1,663
Y-1,Y20,0,668
Y-2,Y07,1,670
Y-1,Y20,0,676
Y-2,Y07,1,678
Y-1,Y20,0,683
Y-2,Y07,1,685
Y-1,Y20,0,691
Y-2,Y07,1,693
Y-1,Y20,0,698
Y-2,Y07,1,700
Y-1,Y20,0,706
Y-2,Y07,1,708
Y-1,Y20,0,713
Y-2,Y07,1,715
Y-1,Y20,0,721
Y-2,Y07,1,723
Y-1,Y20,0,728
Y-2,Y07,1,730
Y-1,Y20,0,736
Y-2,Y07,1,738
Y-1,Y20,0,743
Y-2,Y07,1,745
Y-1,Y20,0,751
Y-2,Y07,1,753
Y-1,Y20,0,758
Y-2,Y07,1,760
Y-1,Y20,0,766
Y-2,Y07,1,768
Y-1,Y20,0,773
Y-2,Y07,1,775
Y-1,Y20,0,781
Y-2,Y07,1,783
Y-1,Y20,0,788
Y-2,Y07,1,790
Y-1,Y20,0,796
Y-2,Y07,1,798
Y-1,Y20,0,803
Y-2,Y07,1,805
Y-1,Y20,0,811
Y-2,Y07,1,813
Y-1,Y20,0,818
Y-2,Y07,1,820
Y-1,Y20,0,826
Y-2,Y07,1,828
Y-1,Y20,0,833
Y-2,Y07,1,835
Y-1,Y20,0,841
Y-2,Y07,1,843
Y-1,Y20,0,848
Y-2,Y07,1,850
Y-1,Y20,0,856
Y-2,Y07,1,858
Y-1,Y20,0,863
Y-2,Y07,1,865
Y-1,Y20,0,871
Y-2,Y07,1,873
Y-1,Y20,0,878
Y-2,Y07,1,880
Y-1,Y20,0,886
Y-2,Y07,1,888
Y-1,Y20,0,893
Y-2,Y07,1,895
Y-1,Y20,0,901
Y-2,Y07,1,903
Y-1,Y20,0,908
Y-2,Y07,1,910
Y-1,Y20,0,916
Y-2,Y07,1,918
Y-1,Y20,0,923
Y-2,Y07,1,925
Y-1,Y20,0,931
Y-2,Y07,1,933
Y-1,Y20,0,938
Y-2,Y07,1,940
Y-1,Y20,0,946
Y-2,Y07,1,948
Y-1,Y20,0,953
Y-2,Y07,1,955
Y-1,Y20,0,961
Y-2,Y07,1,963
Y-1,Y20,0,968
Y-2,Y07,1,970
Y-1,Y20,0,976
Y-2,Y07,1,978
Y-1,Y20,0,983
Y-2,Y07,1,985
Y-1,Y20,0,991
Y-2,Y07,1,993
Y-1,Y20,0,998
Y-2,Y07,1,1000
Y-1,Y20,0,1006
Y-2,Y07,1,1008
Y-1,Y20,0,1013
Y-2,Y07,1,1015
Y-1,Y20,0,1021
Y-2,Y07,1,1023
Y-1,Y20,0,1028
Y-2,Y07,1,1030
Y-1,Y20,0,1036
Y-2,Y07,1,1038
Y-1,Y20,0,1043
Y-2,Y07,1,1045
Y-1,Y20,0,1051
Y-2,Y07,1,1054
Y-1,Y20,0,1058
Y-2,Y07,1,1061
Y-1,Y20,0,1066
Y-2,Y07,1,1067
Y-1,Y20,0,1073
Y-2,Y07,1,1074
Y-2,Y07,1,1080
Y-1,Y20,0,1082
Y-2,Y07,1,1090
Y-1,Y20,0,1091
Y-2,Y07,1,1100
Y-1,Y20,0,1102
Y-2,Y07,1,1110
Y-1,Y20,0,1112
Y-2,Y07,1,1120
Y-1,Y20,0,1121
Y-2,Y07,1,1130
Y-1,Y20,0,1132
Y-2,Y07,1,1140
Y-1,Y20,0,1142
Y-2,Y07,1,1150
Y-1,Y20,0,1152
Y-2,Y07,1,1160
Y-1,Y20,0,1162
Y-2,Y07,1,1170
Y-1,Y20,0,1171
Y-2,Y07,1,1180
Y-1,Y20,0,1181
Y-2,Y07,1,1190
Y-1,Y20,0,1191
Y-2,Y07,1,1200
Y-1,Y20,0,1201
Y-2,Y07,1,1210
Y-1,Y20,0,1211
Y-2,Y07,1,1220
Y-1,Y20,0,1221
Y-2,Y07,1,1230
Y-1,Y20,0,1231
Y-2,Y07,1,1240
Y-1,Y20,0,1241
Y-2,Y07,1,1250
Y-1,Y20,0,1251
Y-2,Y07,1,1260
Y-1,Y20,0,1261
Y-2,Y07,1,1270
Y-1,Y20,0,1271
Y-2,Y07,1,1280
Y-1,Y20,0,1281
Y-2,Y07,1,1290
Y-1,Y20,0,1291
Y-2,Y07,1,1300
Y-1,Y20,0,1301
Y-2,Y07,1,1310
Y-1,Y20,0,1311
Y-2,Y07,1,1320
Y-1,Y20,0,1321
Y-2,Y07,1,1330
Y-1,Y20,0,1331
Y-2,Y07,1,1340
Y-1,Y20,0,1341
Y-2,Y07,1,1349
Y-1,Y20,0,1351
Y-2,Y07,1,1358
Y-1,Y20,0,1361
Y-2,Y07,1,1367
Y-1,Y20,0,1371
Y-2,Y07,1,1377
Y-1,Y20,0,1381
Y-2,Y07,1,1387
Y-1,Y20,0,1390
Y-2,Y07,1,1398
Y-1,Y20,0,1399
Y-1,Y20,0,1406
Y-2,Y07,1,1406
Y-1,Y20,0,1414
Y-2,Y07,1,1414
Y-2,Y07,1,1422
Y-1,Y20,0,1427
Y-2,Y07,1,1430
Y-1,Y20,0,1438
Y-2,Y07,1,1439
Y-1,Y20,0,1451
Y-2,Y07,1,1451
Y-1,Y20,0,1462
Y-2,Y07,1,1463
Y-2,Y07,1,1475
Y-2,Y07,1,1486
